T,M,LW,LW_t,LW_heat,T_k
36.36363636,4.464646465,NaN,NaN,#VALUE!,309.3636364
36.36363636,4.53030303,NaN,NaN,#VALUE!,309.3636364
36.36363636,4.595959596,NaN,NaN,#VALUE!,309.3636364
36.36363636,4.661616162,NaN,NaN,#VALUE!,309.3636364
36.36363636,4.727272727,NaN,NaN,#VALUE!,309.3636364
36.36363636,4.792929293,NaN,NaN,#VALUE!,309.3636364
36.36363636,4.858585859,NaN,NaN,#VALUE!,309.3636364
36.36363636,4.924242424,NaN,NaN,#VALUE!,309.3636364
36.36363636,4.98989899,NaN,NaN,#VALUE!,309.3636364
36.36363636,5.055555556,NaN,NaN,#VALUE!,309.3636364
36.36363636,5.121212121,NaN,NaN,#VALUE!,309.3636364
36.36363636,5.186868687,NaN,NaN,#VALUE!,309.3636364
36.36363636,5.252525253,NaN,NaN,#VALUE!,309.3636364
36.36363636,5.318181818,NaN,NaN,#VALUE!,309.3636364
36.36363636,5.383838384,NaN,NaN,#VALUE!,309.3636364
36.36363636,5.449494949,NaN,NaN,#VALUE!,309.3636364
36.36363636,5.515151515,NaN,NaN,#VALUE!,309.3636364
36.36363636,5.580808081,NaN,NaN,#VALUE!,309.3636364
36.36363636,5.646464646,NaN,NaN,#VALUE!,309.3636364
36.36363636,5.712121212,NaN,NaN,#VALUE!,309.3636364
36.36363636,5.777777778,NaN,NaN,#VALUE!,309.3636364
36.36363636,5.843434343,NaN,NaN,#VALUE!,309.3636364
36.36363636,5.909090909,NaN,NaN,#VALUE!,309.3636364
36.36363636,5.974747475,NaN,NaN,#VALUE!,309.3636364
36.36363636,6.04040404,NaN,NaN,#VALUE!,309.3636364
36.36363636,6.106060606,NaN,NaN,#VALUE!,309.3636364
36.36363636,6.171717172,NaN,NaN,#VALUE!,309.3636364
36.36363636,6.237373737,NaN,NaN,#VALUE!,309.3636364
36.36363636,6.303030303,NaN,NaN,#VALUE!,309.3636364
36.36363636,6.368686869,NaN,NaN,#VALUE!,309.3636364
36.36363636,6.434343434,NaN,NaN,#VALUE!,309.3636364
36.36363636,6.5,NaN,NaN,#VALUE!,309.3636364
35.85858586,0,0,0.493688923,0.493688923,308.8585859
35.85858586,0.065656566,0.47,0.963688923,0.963688923,308.8585859
35.85858586,0.131313131,0.97,1.463688923,1.463688923,308.8585859
35.85858586,0.196969697,1.51,2.003688923,2.003688923,308.8585859
35.85858586,0.262626263,2.07,2.563688923,2.563688923,308.8585859
35.85858586,0.328282828,2.65,3.143688923,3.143688923,308.8585859
35.85858586,0.393939394,3.24,3.733688923,3.733688923,308.8585859
35.85858586,0.45959596,3.83,4.323688923,4.323688923,308.8585859
35.85858586,0.525252525,4.43,4.923688923,4.923688923,308.8585859
35.85858586,0.590909091,5.02,5.513688923,5.513688923,308.8585859
35.85858586,0.656565657,5.59,6.083688923,6.083688923,308.8585859
35.85858586,0.722222222,6.14,6.633688923,6.633688923,308.8585859
35.85858586,0.787878788,6.66,7.153688923,7.153688923,308.8585859
35.85858586,0.853535354,7.14,7.633688923,7.633688923,308.8585859
35.85858586,0.919191919,7.56,8.053688923,8.053688923,308.8585859
35.85858586,0.984848485,7.91,8.403688923,8.403688923,308.8585859
35.85858586,1.050505051,8.17,8.663688923,8.663688923,308.8585859
35.85858586,1.116161616,8.31,8.803688923,8.803688923,308.8585859
35.85858586,1.181818182,8.31,8.803688923,8.803688923,308.8585859
35.85858586,1.247474747,8.15,8.643688923,8.643688923,308.8585859
35.85858586,1.313131313,7.78,8.273688923,8.273688923,308.8585859
35.85858586,1.378787879,7.15,7.643688923,7.643688923,308.8585859
35.85858586,1.444444444,6.23,6.723688923,6.723688923,308.8585859
35.85858586,1.51010101,4.94,5.433688923,5.433688923,308.8585859
35.85858586,1.575757576,3.22,3.713688923,3.713688923,308.8585859
35.85858586,1.641414141,0.98,1.473688923,1.473688923,308.8585859
35.85858586,1.707070707,NaN,NaN,#VALUE!,308.8585859
35.85858586,1.772727273,NaN,NaN,#VALUE!,308.8585859
35.85858586,1.838383838,NaN,NaN,#VALUE!,308.8585859
35.85858586,1.904040404,NaN,NaN,#VALUE!,308.8585859
35.85858586,1.96969697,NaN,NaN,#VALUE!,308.8585859
35.85858586,2.035353535,NaN,NaN,#VALUE!,308.8585859
35.85858586,2.101010101,NaN,NaN,#VALUE!,308.8585859
35.85858586,2.166666667,NaN,NaN,#VALUE!,308.8585859
35.85858586,2.232323232,NaN,NaN,#VALUE!,308.8585859
35.85858586,2.297979798,NaN,NaN,#VALUE!,308.8585859
35.85858586,2.363636364,NaN,NaN,#VALUE!,308.8585859
35.85858586,2.429292929,NaN,NaN,#VALUE!,308.8585859
35.85858586,2.494949495,NaN,NaN,#VALUE!,308.8585859
35.85858586,2.560606061,NaN,NaN,#VALUE!,308.8585859
35.85858586,2.626262626,NaN,NaN,#VALUE!,308.8585859
35.85858586,2.691919192,NaN,NaN,#VALUE!,308.8585859
35.85858586,2.757575758,NaN,NaN,#VALUE!,308.8585859
35.85858586,2.823232323,NaN,NaN,#VALUE!,308.8585859
35.85858586,2.888888889,NaN,NaN,#VALUE!,308.8585859
35.85858586,2.954545455,NaN,NaN,#VALUE!,308.8585859
35.85858586,3.02020202,NaN,NaN,#VALUE!,308.8585859
35.85858586,3.085858586,NaN,NaN,#VALUE!,308.8585859
35.85858586,3.151515152,NaN,NaN,#VALUE!,308.8585859
35.85858586,3.217171717,NaN,NaN,#VALUE!,308.8585859
35.85858586,3.282828283,NaN,NaN,#VALUE!,308.8585859
35.85858586,3.348484848,NaN,NaN,#VALUE!,308.8585859
35.85858586,3.414141414,NaN,NaN,#VALUE!,308.8585859
35.85858586,3.47979798,NaN,NaN,#VALUE!,308.8585859
35.85858586,3.545454545,NaN,NaN,#VALUE!,308.8585859
35.85858586,3.611111111,NaN,NaN,#VALUE!,308.8585859
35.85858586,3.676767677,NaN,NaN,#VALUE!,308.8585859
35.85858586,3.742424242,NaN,NaN,#VALUE!,308.8585859
35.85858586,3.808080808,NaN,NaN,#VALUE!,308.8585859
35.85858586,3.873737374,NaN,NaN,#VALUE!,308.8585859
35.85858586,3.939393939,NaN,NaN,#VALUE!,308.8585859
35.85858586,4.005050505,NaN,NaN,#VALUE!,308.8585859
35.85858586,4.070707071,NaN,NaN,#VALUE!,308.8585859
35.85858586,4.136363636,NaN,NaN,#VALUE!,308.8585859
35.85858586,4.202020202,NaN,NaN,#VALUE!,308.8585859
35.85858586,4.267676768,NaN,NaN,#VALUE!,308.8585859
35.85858586,4.333333333,NaN,NaN,#VALUE!,308.8585859
35.85858586,4.398989899,NaN,NaN,#VALUE!,308.8585859
35.85858586,4.464646465,NaN,NaN,#VALUE!,308.8585859
35.85858586,4.53030303,NaN,NaN,#VALUE!,308.8585859
35.85858586,4.595959596,NaN,NaN,#VALUE!,308.8585859
35.85858586,4.661616162,NaN,NaN,#VALUE!,308.8585859
35.85858586,4.727272727,NaN,NaN,#VALUE!,308.8585859
35.85858586,4.792929293,NaN,NaN,#VALUE!,308.8585859
35.85858586,4.858585859,NaN,NaN,#VALUE!,308.8585859
35.85858586,4.924242424,NaN,NaN,#VALUE!,308.8585859
35.85858586,4.98989899,NaN,NaN,#VALUE!,308.8585859
35.85858586,5.055555556,NaN,NaN,#VALUE!,308.8585859
35.85858586,5.121212121,NaN,NaN,#VALUE!,308.8585859
35.85858586,5.186868687,NaN,NaN,#VALUE!,308.8585859
35.85858586,5.252525253,NaN,NaN,#VALUE!,308.8585859
35.85858586,5.318181818,NaN,NaN,#VALUE!,308.8585859
35.85858586,5.383838384,NaN,NaN,#VALUE!,308.8585859
35.85858586,5.449494949,NaN,NaN,#VALUE!,308.8585859
35.85858586,5.515151515,NaN,NaN,#VALUE!,308.8585859
35.85858586,5.580808081,NaN,NaN,#VALUE!,308.8585859
35.85858586,5.646464646,NaN,NaN,#VALUE!,308.8585859
35.85858586,5.712121212,NaN,NaN,#VALUE!,308.8585859
35.85858586,5.777777778,NaN,NaN,#VALUE!,308.8585859
35.85858586,5.843434343,NaN,NaN,#VALUE!,308.8585859
35.85858586,5.909090909,NaN,NaN,#VALUE!,308.8585859
35.85858586,5.974747475,NaN,NaN,#VALUE!,308.8585859
35.85858586,6.04040404,NaN,NaN,#VALUE!,308.8585859
35.85858586,6.106060606,NaN,NaN,#VALUE!,308.8585859
35.85858586,6.171717172,NaN,NaN,#VALUE!,308.8585859
35.85858586,6.237373737,NaN,NaN,#VALUE!,308.8585859
35.85858586,6.303030303,NaN,NaN,#VALUE!,308.8585859
35.85858586,6.368686869,NaN,NaN,#VALUE!,308.8585859
35.85858586,6.434343434,NaN,NaN,#VALUE!,308.8585859
35.85858586,6.5,NaN,NaN,#VALUE!,308.8585859
35.35353535,0,0,0.431957078,0.431957078,308.3535354
35.35353535,0.065656566,0.47,0.901957078,0.901957078,308.3535354
35.35353535,0.131313131,0.97,1.401957078,1.401957078,308.3535354
35.35353535,0.196969697,1.51,1.941957078,1.941957078,308.3535354
35.35353535,0.262626263,2.07,2.501957078,2.501957078,308.3535354
35.35353535,0.328282828,2.64,3.071957078,3.071957078,308.3535354
35.35353535,0.393939394,3.23,3.661957078,3.661957078,308.3535354
35.35353535,0.45959596,3.83,4.261957078,4.261957078,308.3535354
35.35353535,0.525252525,4.42,4.851957078,4.851957078,308.3535354
35.35353535,0.590909091,5.01,5.441957078,5.441957078,308.3535354
35.35353535,0.656565657,5.58,6.011957078,6.011957078,308.3535354
35.35353535,0.722222222,6.13,6.561957078,6.561957078,308.3535354
35.35353535,0.787878788,6.65,7.081957078,7.081957078,308.3535354
35.35353535,0.853535354,7.13,7.561957078,7.561957078,308.3535354
35.35353535,0.919191919,7.55,7.981957078,7.981957078,308.3535354
35.35353535,0.984848485,7.9,8.331957078,8.331957078,308.3535354
35.35353535,1.050505051,8.15,8.581957078,8.581957078,308.3535354
35.35353535,1.116161616,8.29,8.721957078,8.721957078,308.3535354
35.35353535,1.181818182,8.3,8.731957078,8.731957078,308.3535354
35.35353535,1.247474747,8.13,8.561957078,8.561957078,308.3535354
35.35353535,1.313131313,7.76,8.191957078,8.191957078,308.3535354
35.35353535,1.378787879,7.14,7.571957078,7.571957078,308.3535354
35.35353535,1.444444444,6.21,6.641957078,6.641957078,308.3535354
35.35353535,1.51010101,4.92,5.351957078,5.351957078,308.3535354
35.35353535,1.575757576,3.2,3.631957078,3.631957078,308.3535354
35.35353535,1.641414141,0.95,1.381957078,1.381957078,308.3535354
35.35353535,1.707070707,NaN,NaN,#VALUE!,308.3535354
35.35353535,1.772727273,NaN,NaN,#VALUE!,308.3535354
35.35353535,1.838383838,NaN,NaN,#VALUE!,308.3535354
35.35353535,1.904040404,NaN,NaN,#VALUE!,308.3535354
35.35353535,1.96969697,NaN,NaN,#VALUE!,308.3535354
35.35353535,2.035353535,NaN,NaN,#VALUE!,308.3535354
35.35353535,2.101010101,NaN,NaN,#VALUE!,308.3535354
35.35353535,2.166666667,NaN,NaN,#VALUE!,308.3535354
35.35353535,2.232323232,NaN,NaN,#VALUE!,308.3535354
35.35353535,2.297979798,NaN,NaN,#VALUE!,308.3535354
35.35353535,2.363636364,NaN,NaN,#VALUE!,308.3535354
35.35353535,2.429292929,NaN,NaN,#VALUE!,308.3535354
35.35353535,2.494949495,NaN,NaN,#VALUE!,308.3535354
35.35353535,2.560606061,NaN,NaN,#VALUE!,308.3535354
35.35353535,2.626262626,NaN,NaN,#VALUE!,308.3535354
35.35353535,2.691919192,NaN,NaN,#VALUE!,308.3535354
35.35353535,2.757575758,NaN,NaN,#VALUE!,308.3535354
35.35353535,2.823232323,NaN,NaN,#VALUE!,308.3535354
35.35353535,2.888888889,NaN,NaN,#VALUE!,308.3535354
35.35353535,2.954545455,NaN,NaN,#VALUE!,308.3535354
35.35353535,3.02020202,NaN,NaN,#VALUE!,308.3535354
35.35353535,3.085858586,NaN,NaN,#VALUE!,308.3535354
35.35353535,3.151515152,NaN,NaN,#VALUE!,308.3535354
35.35353535,3.217171717,NaN,NaN,#VALUE!,308.3535354
35.35353535,3.282828283,NaN,NaN,#VALUE!,308.3535354
35.35353535,3.348484848,NaN,NaN,#VALUE!,308.3535354
35.35353535,3.414141414,NaN,NaN,#VALUE!,308.3535354
35.35353535,3.47979798,NaN,NaN,#VALUE!,308.3535354
35.35353535,3.545454545,NaN,NaN,#VALUE!,308.3535354
35.35353535,3.611111111,NaN,NaN,#VALUE!,308.3535354
35.35353535,3.676767677,NaN,NaN,#VALUE!,308.3535354
35.35353535,3.742424242,NaN,NaN,#VALUE!,308.3535354
35.35353535,3.808080808,NaN,NaN,#VALUE!,308.3535354
35.35353535,3.873737374,NaN,NaN,#VALUE!,308.3535354
35.35353535,3.939393939,NaN,NaN,#VALUE!,308.3535354
35.35353535,4.005050505,NaN,NaN,#VALUE!,308.3535354
35.35353535,4.070707071,NaN,NaN,#VALUE!,308.3535354
35.35353535,4.136363636,NaN,NaN,#VALUE!,308.3535354
35.35353535,4.202020202,NaN,NaN,#VALUE!,308.3535354
35.35353535,4.267676768,NaN,NaN,#VALUE!,308.3535354
35.35353535,4.333333333,NaN,NaN,#VALUE!,308.3535354
35.35353535,4.398989899,NaN,NaN,#VALUE!,308.3535354
35.35353535,4.464646465,NaN,NaN,#VALUE!,308.3535354
35.35353535,4.53030303,NaN,NaN,#VALUE!,308.3535354
35.35353535,4.595959596,NaN,NaN,#VALUE!,308.3535354
35.35353535,4.661616162,NaN,NaN,#VALUE!,308.3535354
35.35353535,4.727272727,NaN,NaN,#VALUE!,308.3535354
35.35353535,4.792929293,NaN,NaN,#VALUE!,308.3535354
35.35353535,4.858585859,NaN,NaN,#VALUE!,308.3535354
35.35353535,4.924242424,NaN,NaN,#VALUE!,308.3535354
35.35353535,4.98989899,NaN,NaN,#VALUE!,308.3535354
35.35353535,5.055555556,NaN,NaN,#VALUE!,308.3535354
35.35353535,5.121212121,NaN,NaN,#VALUE!,308.3535354
35.35353535,5.186868687,NaN,NaN,#VALUE!,308.3535354
35.35353535,5.252525253,NaN,NaN,#VALUE!,308.3535354
35.35353535,5.318181818,NaN,NaN,#VALUE!,308.3535354
35.35353535,5.383838384,NaN,NaN,#VALUE!,308.3535354
35.35353535,5.449494949,NaN,NaN,#VALUE!,308.3535354
35.35353535,5.515151515,NaN,NaN,#VALUE!,308.3535354
35.35353535,5.580808081,NaN,NaN,#VALUE!,308.3535354
35.35353535,5.646464646,NaN,NaN,#VALUE!,308.3535354
35.35353535,5.712121212,NaN,NaN,#VALUE!,308.3535354
35.35353535,5.777777778,NaN,NaN,#VALUE!,308.3535354
35.35353535,5.843434343,NaN,NaN,#VALUE!,308.3535354
35.35353535,5.909090909,NaN,NaN,#VALUE!,308.3535354
35.35353535,5.974747475,NaN,NaN,#VALUE!,308.3535354
35.35353535,6.04040404,NaN,NaN,#VALUE!,308.3535354
35.35353535,6.106060606,NaN,NaN,#VALUE!,308.3535354
35.35353535,6.171717172,NaN,NaN,#VALUE!,308.3535354
35.35353535,6.237373737,NaN,NaN,#VALUE!,308.3535354
35.35353535,6.303030303,NaN,NaN,#VALUE!,308.3535354
35.35353535,6.368686869,NaN,NaN,#VALUE!,308.3535354
35.35353535,6.434343434,NaN,NaN,#VALUE!,308.3535354
35.35353535,6.5,NaN,NaN,#VALUE!,308.3535354
34.84848485,0,0,0.373706805,0.373706805,307.8484849
34.84848485,0.065656566,0.47,0.843706805,0.843706805,307.8484849
34.84848485,0.131313131,0.97,1.343706805,1.343706805,307.8484849
34.84848485,0.196969697,1.5,1.873706805,1.873706805,307.8484849
34.84848485,0.262626263,2.06,2.433706805,2.433706805,307.8484849
34.84848485,0.328282828,2.64,3.013706805,3.013706805,307.8484849
34.84848485,0.393939394,3.23,3.603706805,3.603706805,307.8484849
34.84848485,0.45959596,3.82,4.193706805,4.193706805,307.8484849
34.84848485,0.525252525,4.41,4.783706805,4.783706805,307.8484849
34.84848485,0.590909091,5,5.373706805,5.373706805,307.8484849
34.84848485,0.656565657,5.57,5.943706805,5.943706805,307.8484849
34.84848485,0.722222222,6.12,6.493706805,6.493706805,307.8484849
34.84848485,0.787878788,6.64,7.013706805,7.013706805,307.8484849
34.84848485,0.853535354,7.12,7.493706805,7.493706805,307.8484849
34.84848485,0.919191919,7.54,7.913706805,7.913706805,307.8484849
34.84848485,0.984848485,7.88,8.253706805,8.253706805,307.8484849
34.84848485,1.050505051,8.14,8.513706805,8.513706805,307.8484849
34.84848485,1.116161616,8.28,8.653706805,8.653706805,307.8484849
34.84848485,1.181818182,8.28,8.653706805,8.653706805,307.8484849
34.84848485,1.247474747,8.12,8.493706805,8.493706805,307.8484849
34.84848485,1.313131313,7.74,8.113706805,8.113706805,307.8484849
34.84848485,1.378787879,7.12,7.493706805,7.493706805,307.8484849
34.84848485,1.444444444,6.19,6.563706805,6.563706805,307.8484849
34.84848485,1.51010101,4.9,5.273706805,5.273706805,307.8484849
34.84848485,1.575757576,3.18,3.553706805,3.553706805,307.8484849
34.84848485,1.641414141,0.93,1.303706805,1.303706805,307.8484849
34.84848485,1.707070707,NaN,NaN,#VALUE!,307.8484849
34.84848485,1.772727273,NaN,NaN,#VALUE!,307.8484849
34.84848485,1.838383838,NaN,NaN,#VALUE!,307.8484849
34.84848485,1.904040404,NaN,NaN,#VALUE!,307.8484849
34.84848485,1.96969697,NaN,NaN,#VALUE!,307.8484849
34.84848485,2.035353535,NaN,NaN,#VALUE!,307.8484849
34.84848485,2.101010101,NaN,NaN,#VALUE!,307.8484849
34.84848485,2.166666667,NaN,NaN,#VALUE!,307.8484849
34.84848485,2.232323232,NaN,NaN,#VALUE!,307.8484849
34.84848485,2.297979798,NaN,NaN,#VALUE!,307.8484849
34.84848485,2.363636364,NaN,NaN,#VALUE!,307.8484849
34.84848485,2.429292929,NaN,NaN,#VALUE!,307.8484849
34.84848485,2.494949495,NaN,NaN,#VALUE!,307.8484849
34.84848485,2.560606061,NaN,NaN,#VALUE!,307.8484849
34.84848485,2.626262626,NaN,NaN,#VALUE!,307.8484849
34.84848485,2.691919192,NaN,NaN,#VALUE!,307.8484849
34.84848485,2.757575758,NaN,NaN,#VALUE!,307.8484849
34.84848485,2.823232323,NaN,NaN,#VALUE!,307.8484849
34.84848485,2.888888889,NaN,NaN,#VALUE!,307.8484849
34.84848485,2.954545455,NaN,NaN,#VALUE!,307.8484849
34.84848485,3.02020202,NaN,NaN,#VALUE!,307.8484849
34.84848485,3.085858586,NaN,NaN,#VALUE!,307.8484849
34.84848485,3.151515152,NaN,NaN,#VALUE!,307.8484849
34.84848485,3.217171717,NaN,NaN,#VALUE!,307.8484849
34.84848485,3.282828283,NaN,NaN,#VALUE!,307.8484849
34.84848485,3.348484848,NaN,NaN,#VALUE!,307.8484849
34.84848485,3.414141414,NaN,NaN,#VALUE!,307.8484849
34.84848485,3.47979798,NaN,NaN,#VALUE!,307.8484849
34.84848485,3.545454545,NaN,NaN,#VALUE!,307.8484849
34.84848485,3.611111111,NaN,NaN,#VALUE!,307.8484849
34.84848485,3.676767677,NaN,NaN,#VALUE!,307.8484849
34.84848485,3.742424242,NaN,NaN,#VALUE!,307.8484849
34.84848485,3.808080808,NaN,NaN,#VALUE!,307.8484849
34.84848485,3.873737374,NaN,NaN,#VALUE!,307.8484849
34.84848485,3.939393939,NaN,NaN,#VALUE!,307.8484849
34.84848485,4.005050505,NaN,NaN,#VALUE!,307.8484849
34.84848485,4.070707071,NaN,NaN,#VALUE!,307.8484849
34.84848485,4.136363636,NaN,NaN,#VALUE!,307.8484849
34.84848485,4.202020202,NaN,NaN,#VALUE!,307.8484849
34.84848485,4.267676768,NaN,NaN,#VALUE!,307.8484849
34.84848485,4.333333333,NaN,NaN,#VALUE!,307.8484849
34.84848485,4.398989899,NaN,NaN,#VALUE!,307.8484849
34.84848485,4.464646465,NaN,NaN,#VALUE!,307.8484849
34.84848485,4.53030303,NaN,NaN,#VALUE!,307.8484849
34.84848485,4.595959596,NaN,NaN,#VALUE!,307.8484849
34.84848485,4.661616162,NaN,NaN,#VALUE!,307.8484849
34.84848485,4.727272727,NaN,NaN,#VALUE!,307.8484849
34.84848485,4.792929293,NaN,NaN,#VALUE!,307.8484849
34.84848485,4.858585859,NaN,NaN,#VALUE!,307.8484849
34.84848485,4.924242424,NaN,NaN,#VALUE!,307.8484849
34.84848485,4.98989899,NaN,NaN,#VALUE!,307.8484849
34.84848485,5.055555556,NaN,NaN,#VALUE!,307.8484849
34.84848485,5.121212121,NaN,NaN,#VALUE!,307.8484849
34.84848485,5.186868687,NaN,NaN,#VALUE!,307.8484849
34.84848485,5.252525253,NaN,NaN,#VALUE!,307.8484849
34.84848485,5.318181818,NaN,NaN,#VALUE!,307.8484849
34.84848485,5.383838384,NaN,NaN,#VALUE!,307.8484849
34.84848485,5.449494949,NaN,NaN,#VALUE!,307.8484849
34.84848485,5.515151515,NaN,NaN,#VALUE!,307.8484849
34.84848485,5.580808081,NaN,NaN,#VALUE!,307.8484849
34.84848485,5.646464646,NaN,NaN,#VALUE!,307.8484849
34.84848485,5.712121212,NaN,NaN,#VALUE!,307.8484849
34.84848485,5.777777778,NaN,NaN,#VALUE!,307.8484849
34.84848485,5.843434343,NaN,NaN,#VALUE!,307.8484849
34.84848485,5.909090909,NaN,NaN,#VALUE!,307.8484849
34.84848485,5.974747475,NaN,NaN,#VALUE!,307.8484849
34.84848485,6.04040404,NaN,NaN,#VALUE!,307.8484849
34.84848485,6.106060606,NaN,NaN,#VALUE!,307.8484849
34.84848485,6.171717172,NaN,NaN,#VALUE!,307.8484849
34.84848485,6.237373737,NaN,NaN,#VALUE!,307.8484849
34.84848485,6.303030303,NaN,NaN,#VALUE!,307.8484849
34.84848485,6.368686869,NaN,NaN,#VALUE!,307.8484849
34.84848485,6.434343434,NaN,NaN,#VALUE!,307.8484849
34.84848485,6.5,NaN,NaN,#VALUE!,307.8484849
34.34343434,0,0,0.318943513,0.318943513,307.3434343
34.34343434,0.065656566,0.47,0.788943513,0.788943513,307.3434343
34.34343434,0.131313131,0.97,1.288943513,1.288943513,307.3434343
34.34343434,0.196969697,1.5,1.818943513,1.818943513,307.3434343
34.34343434,0.262626263,2.06,2.378943513,2.378943513,307.3434343
34.34343434,0.328282828,2.64,2.958943513,2.958943513,307.3434343
34.34343434,0.393939394,3.22,3.538943513,3.538943513,307.3434343
34.34343434,0.45959596,3.82,4.138943513,4.138943513,307.3434343
34.34343434,0.525252525,4.41,4.728943513,4.728943513,307.3434343
34.34343434,0.590909091,4.99,5.308943513,5.308943513,307.3434343
34.34343434,0.656565657,5.57,5.888943513,5.888943513,307.3434343
34.34343434,0.722222222,6.12,6.438943513,6.438943513,307.3434343
34.34343434,0.787878788,6.63,6.948943513,6.948943513,307.3434343
34.34343434,0.853535354,7.11,7.428943513,7.428943513,307.3434343
34.34343434,0.919191919,7.53,7.848943513,7.848943513,307.3434343
34.34343434,0.984848485,7.87,8.188943513,8.188943513,307.3434343
34.34343434,1.050505051,8.13,8.448943513,8.448943513,307.3434343
34.34343434,1.116161616,8.27,8.588943513,8.588943513,307.3434343
34.34343434,1.181818182,8.27,8.588943513,8.588943513,307.3434343
34.34343434,1.247474747,8.1,8.418943513,8.418943513,307.3434343
34.34343434,1.313131313,7.73,8.048943513,8.048943513,307.3434343
34.34343434,1.378787879,7.1,7.418943513,7.418943513,307.3434343
34.34343434,1.444444444,6.18,6.498943513,6.498943513,307.3434343
34.34343434,1.51010101,4.88,5.198943513,5.198943513,307.3434343
34.34343434,1.575757576,3.16,3.478943513,3.478943513,307.3434343
34.34343434,1.641414141,0.9,1.218943513,1.218943513,307.3434343
34.34343434,1.707070707,NaN,NaN,#VALUE!,307.3434343
34.34343434,1.772727273,NaN,NaN,#VALUE!,307.3434343
34.34343434,1.838383838,NaN,NaN,#VALUE!,307.3434343
34.34343434,1.904040404,NaN,NaN,#VALUE!,307.3434343
34.34343434,1.96969697,NaN,NaN,#VALUE!,307.3434343
34.34343434,2.035353535,NaN,NaN,#VALUE!,307.3434343
34.34343434,2.101010101,NaN,NaN,#VALUE!,307.3434343
34.34343434,2.166666667,NaN,NaN,#VALUE!,307.3434343
34.34343434,2.232323232,NaN,NaN,#VALUE!,307.3434343
34.34343434,2.297979798,NaN,NaN,#VALUE!,307.3434343
34.34343434,2.363636364,NaN,NaN,#VALUE!,307.3434343
34.34343434,2.429292929,NaN,NaN,#VALUE!,307.3434343
34.34343434,2.494949495,NaN,NaN,#VALUE!,307.3434343
34.34343434,2.560606061,NaN,NaN,#VALUE!,307.3434343
34.34343434,2.626262626,NaN,NaN,#VALUE!,307.3434343
34.34343434,2.691919192,NaN,NaN,#VALUE!,307.3434343
34.34343434,2.757575758,NaN,NaN,#VALUE!,307.3434343
34.34343434,2.823232323,NaN,NaN,#VALUE!,307.3434343
34.34343434,2.888888889,NaN,NaN,#VALUE!,307.3434343
34.34343434,2.954545455,NaN,NaN,#VALUE!,307.3434343
34.34343434,3.02020202,NaN,NaN,#VALUE!,307.3434343
34.34343434,3.085858586,NaN,NaN,#VALUE!,307.3434343
34.34343434,3.151515152,NaN,NaN,#VALUE!,307.3434343
34.34343434,3.217171717,NaN,NaN,#VALUE!,307.3434343
34.34343434,3.282828283,NaN,NaN,#VALUE!,307.3434343
34.34343434,3.348484848,NaN,NaN,#VALUE!,307.3434343
34.34343434,3.414141414,NaN,NaN,#VALUE!,307.3434343
34.34343434,3.47979798,NaN,NaN,#VALUE!,307.3434343
34.34343434,3.545454545,NaN,NaN,#VALUE!,307.3434343
34.34343434,3.611111111,NaN,NaN,#VALUE!,307.3434343
34.34343434,3.676767677,NaN,NaN,#VALUE!,307.3434343
34.34343434,3.742424242,NaN,NaN,#VALUE!,307.3434343
34.34343434,3.808080808,NaN,NaN,#VALUE!,307.3434343
34.34343434,3.873737374,NaN,NaN,#VALUE!,307.3434343
34.34343434,3.939393939,NaN,NaN,#VALUE!,307.3434343
34.34343434,4.005050505,NaN,NaN,#VALUE!,307.3434343
34.34343434,4.070707071,NaN,NaN,#VALUE!,307.3434343
34.34343434,4.136363636,NaN,NaN,#VALUE!,307.3434343
34.34343434,4.202020202,NaN,NaN,#VALUE!,307.3434343
34.34343434,4.267676768,NaN,NaN,#VALUE!,307.3434343
34.34343434,4.333333333,NaN,NaN,#VALUE!,307.3434343
34.34343434,4.398989899,NaN,NaN,#VALUE!,307.3434343
34.34343434,4.464646465,NaN,NaN,#VALUE!,307.3434343
34.34343434,4.53030303,NaN,NaN,#VALUE!,307.3434343
34.34343434,4.595959596,NaN,NaN,#VALUE!,307.3434343
34.34343434,4.661616162,NaN,NaN,#VALUE!,307.3434343
34.34343434,4.727272727,NaN,NaN,#VALUE!,307.3434343
34.34343434,4.792929293,NaN,NaN,#VALUE!,307.3434343
34.34343434,4.858585859,NaN,NaN,#VALUE!,307.3434343
34.34343434,4.924242424,NaN,NaN,#VALUE!,307.3434343
34.34343434,4.98989899,NaN,NaN,#VALUE!,307.3434343
34.34343434,5.055555556,NaN,NaN,#VALUE!,307.3434343
34.34343434,5.121212121,NaN,NaN,#VALUE!,307.3434343
34.34343434,5.186868687,NaN,NaN,#VALUE!,307.3434343
34.34343434,5.252525253,NaN,NaN,#VALUE!,307.3434343
34.34343434,5.318181818,NaN,NaN,#VALUE!,307.3434343
34.34343434,5.383838384,NaN,NaN,#VALUE!,307.3434343
34.34343434,5.449494949,NaN,NaN,#VALUE!,307.3434343
34.34343434,5.515151515,NaN,NaN,#VALUE!,307.3434343
34.34343434,5.580808081,NaN,NaN,#VALUE!,307.3434343
34.34343434,5.646464646,NaN,NaN,#VALUE!,307.3434343
34.34343434,5.712121212,NaN,NaN,#VALUE!,307.3434343
34.34343434,5.777777778,NaN,NaN,#VALUE!,307.3434343
