T,T_k,M,LW,LW_h,LW_t
21.71717172,294.8671717,1.641414141,7.71,0.088429754,7.79546144
21.71717172,294.8671717,1.707070707,8.00,0.088429754,8.085508203
21.71717172,294.8671717,1.772727273,8.28,0.088429754,8.366153983
21.71717172,294.8671717,1.838383838,8.55,0.088429754,8.636447189
21.71717172,294.8671717,1.904040404,8.81,0.088429754,8.895380307
21.71717172,294.8671717,1.96969697,9.05,0.088429754,9.141876143
21.71717172,294.8671717,2.035353535,9.29,0.088429754,9.374769254
21.71717172,294.8671717,2.101010101,9.50,0.088429754,9.592819713
21.71717172,294.8671717,2.166666667,9.71,0.088429754,9.794667026
21.71717172,294.8671717,2.232323232,9.89,0.088429754,9.978833713
21.71717172,294.8671717,2.297979798,10.06,0.088429754,10.14370729
21.71717172,294.8671717,2.363636364,10.20,0.088429754,10.28751015
21.71717172,294.8671717,2.429292929,10.32,0.088429754,10.4082916
21.71717172,294.8671717,2.494949495,10.42,0.088429754,10.50389069
21.71717172,294.8671717,2.560606061,10.48,0.088429754,10.57191543
21.71717172,294.8671717,2.626262626,10.52,0.088429754,10.60969618
21.71717172,294.8671717,2.691919192,10.53,0.088429754,10.614272
21.71717172,294.8671717,2.757575758,10.49,0.088429754,10.58231821
21.71717172,294.8671717,2.823232323,10.42,0.088429754,10.51010969
21.71717172,294.8671717,2.888888889,10.31,0.088429754,10.39346212
21.71717172,294.8671717,2.954545455,10.14,0.088429754,10.22765156
21.71717172,294.8671717,3.02020202,9.92,0.088429754,10.00733746
21.71717172,294.8671717,3.085858586,9.64,0.088429754,9.72646658
21.71717172,294.8671717,3.151515152,9.29,0.088429754,9.378152021
21.71717172,294.8671717,3.217171717,8.87,0.088429754,8.954528013
21.71717172,294.8671717,3.282828283,8.36,0.088429754,8.446609816
21.71717172,294.8671717,3.348484848,7.76,0.088429754,7.844061647
21.71717172,294.8671717,3.414141414,7.05,0.088429754,7.134978692
21.71717172,294.8671717,3.47979798,6.22,0.088429754,6.305589729
21.71717172,294.8671717,3.545454545,5.25,0.088429754,5.339907888
21.71717172,294.8671717,3.611111111,4.13,0.088429754,4.219265322
21.71717172,294.8671717,3.676767677,2.83,0.088429754,2.921818485
21.71717172,294.8671717,3.742424242,1.33,0.088429754,1.421844081
21.71717172,294.8671717,3.808080808,-0.40,0.088429754,-0.311106339
21.71717172,294.8671717,3.873737374,-2.40,0.088429754,-2.313262907
21.71717172,294.8671717,3.939393939,-4.72,0.088429754,-4.628010971
21.71717172,294.8671717,4.005050505,-7.40,0.088429754,-7.30766521
21.71717172,294.8671717,4.070707071,-10.50,0.088429754,-10.41576657
21.71717172,294.8671717,4.136363636,-14.12,0.088429754,-14.03015701
21.71717172,294.8671717,4.202020202,-18.34,0.088429754,-18.24709425
21.71717172,294.8671717,4.267676768,-23.28,0.088429754,-23.18688341
21.71717172,294.8671717,4.333333333,-29.09,0.088429754,-29.00177887
21.71717172,294.8671717,4.398989899,-35.98,0.088429754,-35.88729708
21.71717172,294.8671717,4.464646465,-44.19,0.088429754,-44.09888944
21.71717172,294.8671717,4.53030303,-54.07,0.088429754,-53.97753585
21.71717172,294.8671717,4.595959596,-66.08,0.088429754,-65.99066917
21.71717172,294.8671717,4.661616162,NaN,0.088429754,NaN
21.71717172,294.8671717,4.727272727,NaN,0.088429754,NaN
21.71717172,294.8671717,4.792929293,NaN,0.088429754,NaN
21.71717172,294.8671717,4.858585859,NaN,0.088429754,NaN
21.71717172,294.8671717,4.924242424,NaN,0.088429754,NaN
21.71717172,294.8671717,4.98989899,NaN,0.088429754,NaN
21.71717172,294.8671717,5.055555556,NaN,0.088429754,NaN
21.71717172,294.8671717,5.121212121,NaN,0.088429754,NaN
21.71717172,294.8671717,5.186868687,NaN,0.088429754,NaN
21.71717172,294.8671717,5.252525253,NaN,0.088429754,NaN
21.71717172,294.8671717,5.318181818,NaN,0.088429754,NaN
21.71717172,294.8671717,5.383838384,NaN,0.088429754,NaN
21.71717172,294.8671717,5.449494949,NaN,0.088429754,NaN
21.71717172,294.8671717,5.515151515,NaN,0.088429754,NaN
21.71717172,294.8671717,5.580808081,NaN,0.088429754,NaN
21.71717172,294.8671717,5.646464646,NaN,0.088429754,NaN
21.71717172,294.8671717,5.712121212,NaN,0.088429754,NaN
21.71717172,294.8671717,5.777777778,NaN,0.088429754,NaN
21.71717172,294.8671717,5.843434343,NaN,0.088429754,NaN
21.71717172,294.8671717,5.909090909,NaN,0.088429754,NaN
21.71717172,294.8671717,5.974747475,NaN,0.088429754,NaN
21.71717172,294.8671717,6.04040404,NaN,0.088429754,NaN
21.71717172,294.8671717,6.106060606,NaN,0.088429754,NaN
21.71717172,294.8671717,6.171717172,NaN,0.088429754,NaN
21.71717172,294.8671717,6.237373737,NaN,0.088429754,NaN
21.71717172,294.8671717,6.303030303,NaN,0.088429754,NaN
21.71717172,294.8671717,6.368686869,NaN,0.088429754,NaN
21.71717172,294.8671717,6.434343434,NaN,0.088429754,NaN
21.71717172,294.8671717,6.5,NaN,0.088429754,NaN
21.21212121,294.3621212,0,0.00,0.125149167,0.125149167
21.21212121,294.3621212,0.065656566,0.21,0.125149167,0.337646479
21.21212121,294.3621212,0.131313131,0.44,0.125149167,0.564498598
21.21212121,294.3621212,0.196969697,0.69,0.125149167,0.812094877
21.21212121,294.3621212,0.262626263,0.95,0.125149167,1.077613051
21.21212121,294.3621212,0.328282828,1.23,0.125149167,1.358276798
21.21212121,294.3621212,0.393939394,1.53,0.125149167,1.651687797
21.21212121,294.3621212,0.45959596,1.83,0.125149167,1.955768806
21.21212121,294.3621212,0.525252525,2.14,0.125149167,2.268714865
21.21212121,294.3621212,0.590909091,2.46,0.125149167,2.588944078
21.21212121,294.3621212,0.656565657,2.79,0.125149167,2.915040194
21.21212121,294.3621212,0.722222222,3.12,0.125149167,3.245725104
21.21212121,294.3621212,0.787878788,3.45,0.125149167,3.579843845
21.21212121,294.3621212,0.853535354,3.79,0.125149167,3.916325513
21.21212121,294.3621212,0.919191919,4.13,0.125149167,4.254176249
21.21212121,294.3621212,0.984848485,4.47,0.125149167,4.592470469
21.21212121,294.3621212,1.050505051,4.81,0.125149167,4.93032388
21.21212121,294.3621212,1.116161616,5.14,0.125149167,5.266892958
21.21212121,294.3621212,1.181818182,5.48,0.125149167,5.601368902
21.21212121,294.3621212,1.247474747,5.81,0.125149167,5.932955747
21.21212121,294.3621212,1.313131313,6.14,0.125149167,6.260875119
21.21212121,294.3621212,1.378787879,6.46,0.125149167,6.584352707
21.21212121,294.3621212,1.444444444,6.78,0.125149167,6.902610317
21.21212121,294.3621212,1.51010101,7.09,0.125149167,7.214862062
21.21212121,294.3621212,1.575757576,7.40,0.125149167,7.520304765
21.21212121,294.3621212,1.641414141,7.69,0.125149167,7.818108531
21.21212121,294.3621212,1.707070707,7.98,0.125149167,8.107416824
21.21212121,294.3621212,1.772727273,8.26,0.125149167,8.387326803
21.21212121,294.3621212,1.838383838,8.53,0.125149167,8.65688885
21.21212121,294.3621212,1.904040404,8.79,0.125149167,8.915097481
21.21212121,294.3621212,1.96969697,9.04,0.125149167,9.160877529
21.21212121,294.3621212,2.035353535,9.27,0.125149167,9.393066124
21.21212121,294.3621212,2.101010101,9.49,0.125149167,9.610425259
21.21212121,294.3621212,2.166666667,9.69,0.125149167,9.811597108
21.21212121,294.3621212,2.232323232,9.87,0.125149167,9.995106923
21.21212121,294.3621212,2.297979798,10.03,0.125149167,10.15934466
21.21212121,294.3621212,2.363636364,10.18,0.125149167,10.30253651
21.21212121,294.3621212,2.429292929,10.30,0.125149167,10.42273429
21.21212121,294.3621212,2.494949495,10.39,0.125149167,10.51778109
21.21212121,294.3621212,2.560606061,10.46,0.125149167,10.58528868
21.21212121,294.3621212,2.626262626,10.50,0.125149167,10.62259191
21.21212121,294.3621212,2.691919192,10.50,0.125149167,10.62673438
21.21212121,294.3621212,2.757575758,10.47,0.125149167,10.59439678
21.21212121,294.3621212,2.823232323,10.40,0.125149167,10.5218598
21.21212121,294.3621212,2.888888889,10.28,0.125149167,10.40494562
21.21212121,294.3621212,2.954545455,10.11,0.125149167,10.23893761
21.21212121,294.3621212,3.02020202,9.89,0.125149167,10.0185034
21.21212121,294.3621212,3.085858586,9.61,0.125149167,9.737598981
21.21212121,294.3621212,3.151515152,9.26,0.125149167,9.389347823
21.21212121,294.3621212,3.217171717,8.84,0.125149167,8.965896192
21.21212121,294.3621212,3.282828283,8.33,0.125149167,8.458272648
21.21212121,294.3621212,3.348484848,7.73,0.125149167,7.856157026
21.21212121,294.3621212,3.414141414,7.02,0.125149167,7.147662099
21.21212121,294.3621212,3.47979798,6.19,0.125149167,6.319037081
21.21212121,294.3621212,3.545454545,5.23,0.125149167,5.354319399
21.21212121,294.3621212,3.611111111,4.11,0.125149167,4.234867602
21.21212121,294.3621212,3.676767677,2.81,0.125149167,2.938870809
21.21212121,294.3621212,3.742424242,1.32,0.125149167,1.440643782
21.21212121,294.3621212,3.808080808,-0.42,0.125149167,-0.290217883
21.21212121,294.3621212,3.873737374,-2.42,0.125149167,-2.289890137
21.21212121,294.3621212,3.939393939,-4.73,0.125149167,-4.6016996
21.21212121,294.3621212,4.005050505,-7.40,0.125149167,-7.277881307
21.21212121,294.3621212,4.070707071,-10.51,0.125149167,-10.3818863
21.21212121,294.3621212,4.136363636,-14.12,0.125149167,-13.99144533
21.21212121,294.3621212,4.202020202,-18.33,0.125149167,-18.20267952
21.21212121,294.3621212,4.267676768,-23.26,0.125149167,-23.13572408
21.21212121,294.3621212,4.333333333,-29.07,0.125149167,-28.94262046
21.21212121,294.3621212,4.398989899,-35.94,0.125149167,-35.81861439
21.21212121,294.3621212,4.464646465,-44.14,0.125149167,-44.01880762
21.21212121,294.3621212,4.53030303,-54.01,0.125149167,-53.88372125
21.21212121,294.3621212,4.595959596,-66.01,0.125149167,-65.88016855
21.21212121,294.3621212,4.661616162,NaN,0.125149167,NaN
21.21212121,294.3621212,4.727272727,NaN,0.125149167,NaN
21.21212121,294.3621212,4.792929293,NaN,0.125149167,NaN
21.21212121,294.3621212,4.858585859,NaN,0.125149167,NaN
21.21212121,294.3621212,4.924242424,NaN,0.125149167,NaN
21.21212121,294.3621212,4.98989899,NaN,0.125149167,NaN
21.21212121,294.3621212,5.055555556,NaN,0.125149167,NaN
21.21212121,294.3621212,5.121212121,NaN,0.125149167,NaN
21.21212121,294.3621212,5.186868687,NaN,0.125149167,NaN
21.21212121,294.3621212,5.252525253,NaN,0.125149167,NaN
21.21212121,294.3621212,5.318181818,NaN,0.125149167,NaN
21.21212121,294.3621212,5.383838384,NaN,0.125149167,NaN
21.21212121,294.3621212,5.449494949,NaN,0.125149167,NaN
21.21212121,294.3621212,5.515151515,NaN,0.125149167,NaN
21.21212121,294.3621212,5.580808081,NaN,0.125149167,NaN
21.21212121,294.3621212,5.646464646,NaN,0.125149167,NaN
21.21212121,294.3621212,5.712121212,NaN,0.125149167,NaN
21.21212121,294.3621212,5.777777778,NaN,0.125149167,NaN
21.21212121,294.3621212,5.843434343,NaN,0.125149167,NaN
21.21212121,294.3621212,5.909090909,NaN,0.125149167,NaN
21.21212121,294.3621212,5.974747475,NaN,0.125149167,NaN
21.21212121,294.3621212,6.04040404,NaN,0.125149167,NaN
21.21212121,294.3621212,6.106060606,NaN,0.125149167,NaN
21.21212121,294.3621212,6.171717172,NaN,0.125149167,NaN
21.21212121,294.3621212,6.237373737,NaN,0.125149167,NaN
21.21212121,294.3621212,6.303030303,NaN,0.125149167,NaN
21.21212121,294.3621212,6.368686869,NaN,0.125149167,NaN
21.21212121,294.3621212,6.434343434,NaN,0.125149167,NaN
21.21212121,294.3621212,6.5,NaN,0.125149167,NaN
20.70707071,293.8570707,0,0.00,0.165500044,0.165500044
20.70707071,293.8570707,0.065656566,0.21,0.165500044,0.377731741
20.70707071,293.8570707,0.131313131,0.44,0.165500044,0.604304018
20.70707071,293.8570707,0.196969697,0.69,0.165500044,0.851592638
20.70707071,293.8570707,0.262626263,0.95,0.165500044,1.116770822
20.70707071,293.8570707,0.328282828,1.23,0.165500044,1.397060767
20.70707071,293.8570707,0.393939394,1.52,0.165500044,1.690064195
20.70707071,293.8570707,0.45959596,1.83,0.165500044,1.993704488
20.70707071,293.8570707,0.525252525,2.14,0.165500044,2.306178194
20.70707071,293.8570707,0.590909091,2.46,0.165500044,2.625904883
20.70707071,293.8570707,0.656565657,2.79,0.165500044,2.951470023
20.70707071,293.8570707,0.722222222,3.12,0.165500044,3.281597318
20.70707071,293.8570707,0.787878788,3.45,0.165500044,3.61513369
20.70707071,293.8570707,0.853535354,3.79,0.165500044,3.951009973
20.70707071,293.8570707,0.919191919,4.12,0.165500044,4.288234325
20.70707071,293.8570707,0.984848485,4.46,0.165500044,4.625882965
20.70707071,293.8570707,1.050505051,4.80,0.165500044,4.963073464
20.70707071,293.8570707,1.116161616,5.13,0.165500044,5.298964136
20.70707071,293.8570707,1.181818182,5.47,0.165500044,5.632747985
20.70707071,293.8570707,1.247474747,5.80,0.165500044,5.963630861
20.70707071,293.8570707,1.313131313,6.13,0.165500044,6.290836182
20.70707071,293.8570707,1.378787879,6.45,0.165500044,6.613591419
20.70707071,293.8570707,1.444444444,6.77,0.165500044,6.93112017
20.70707071,293.8570707,1.51010101,7.08,0.165500044,7.242638339
20.70707071,293.8570707,1.575757576,7.38,0.165500044,7.547344554
20.70707071,293.8570707,1.641414141,7.68,0.165500044,7.844410758
20.70707071,293.8570707,1.707070707,7.97,0.165500044,8.132982287
20.70707071,293.8570707,1.772727273,8.25,0.165500044,8.412158199
20.70707071,293.8570707,1.838383838,8.52,0.165500044,8.680990845
20.70707071,293.8570707,1.904040404,8.77,0.165500044,8.938476768
20.70707071,293.8570707,1.96969697,9.02,0.165500044,9.183542827
20.70707071,293.8570707,2.035353535,9.25,0.165500044,9.415028717
20.70707071,293.8570707,2.101010101,9.47,0.165500044,9.631698356
20.70707071,293.8570707,2.166666667,9.67,0.165500044,9.832196585
20.70707071,293.8570707,2.232323232,9.85,0.165500044,10.01505138
20.70707071,293.8570707,2.297979798,10.01,0.165500044,10.17865515
20.70707071,293.8570707,2.363636364,10.16,0.165500044,10.32123785
20.70707071,293.8570707,2.429292929,10.28,0.165500044,10.44085386
20.70707071,293.8570707,2.494949495,10.37,0.165500044,10.53535028
20.70707071,293.8570707,2.560606061,10.44,0.165500044,10.60234262
20.70707071,293.8570707,2.626262626,10.47,0.165500044,10.63917024
20.70707071,293.8570707,2.691919192,10.48,0.165500044,10.64288127
20.70707071,293.8570707,2.757575758,10.44,0.165500044,10.61016177
20.70707071,293.8570707,2.823232323,10.37,0.165500044,10.53729826
20.70707071,293.8570707,2.888888889,10.25,0.165500044,10.42011942
20.70707071,293.8570707,2.954545455,10.09,0.165500044,10.2539159
20.70707071,293.8570707,3.02020202,9.87,0.165500044,10.03336352
20.70707071,293.8570707,3.085858586,9.59,0.165500044,9.752427516
20.70707071,293.8570707,3.151515152,9.24,0.165500044,9.404241719
20.70707071,293.8570707,3.217171717,8.82,0.165500044,8.980964428
20.70707071,293.8570707,3.282828283,8.31,0.165500044,8.473637508
20.70707071,293.8570707,3.348484848,7.71,0.165500044,7.871955712
20.70707071,293.8570707,3.414141414,7.00,0.165500044,7.164051501
20.70707071,293.8570707,3.47979798,6.17,0.165500044,6.336192837
20.70707071,293.8570707,3.545454545,5.21,0.165500044,5.372440935
20.70707071,293.8570707,3.611111111,4.09,0.165500044,4.254181907
20.70707071,293.8570707,3.676767677,2.79,0.165500044,2.959637179
20.70707071,293.8570707,3.742424242,1.30,0.165500044,1.463159373
20.70707071,293.8570707,3.808080808,-0.43,0.165500044,-0.265611251
20.70707071,293.8570707,3.873737374,-2.43,0.165500044,-2.262798285
20.70707071,293.8570707,3.939393939,-4.74,0.165500044,-4.57166582
20.70707071,293.8570707,4.005050505,-7.41,0.165500044,-7.244372752
20.70707071,293.8570707,4.070707071,-10.51,0.165500044,-10.34427927
20.70707071,293.8570707,4.136363636,-14.11,0.165500044,-13.94900462
20.70707071,293.8570707,4.202020202,-18.32,0.165500044,-18.15453344
20.70707071,293.8570707,4.267676768,-23.25,0.165500044,-23.08083103
20.70707071,293.8570707,4.333333333,-29.05,0.165500044,-28.87972583
20.70707071,293.8570707,4.398989899,-35.91,0.165500044,-35.74619288
20.70707071,293.8570707,4.464646465,-44.10,0.165500044,-43.9349847
20.70707071,293.8570707,4.53030303,-53.95,0.165500044,-53.7861622
20.70707071,293.8570707,4.595959596,-65.93,0.165500044,-65.76592306
20.70707071,293.8570707,4.661616162,NaN,0.165500044,NaN
20.70707071,293.8570707,4.727272727,NaN,0.165500044,NaN
20.70707071,293.8570707,4.792929293,NaN,0.165500044,NaN
20.70707071,293.8570707,4.858585859,NaN,0.165500044,NaN
20.70707071,293.8570707,4.924242424,NaN,0.165500044,NaN
20.70707071,293.8570707,4.98989899,NaN,0.165500044,NaN
20.70707071,293.8570707,5.055555556,NaN,0.165500044,NaN
20.70707071,293.8570707,5.121212121,NaN,0.165500044,NaN
20.70707071,293.8570707,5.186868687,NaN,0.165500044,NaN
20.70707071,293.8570707,5.252525253,NaN,0.165500044,NaN
20.70707071,293.8570707,5.318181818,NaN,0.165500044,NaN
20.70707071,293.8570707,5.383838384,NaN,0.165500044,NaN
20.70707071,293.8570707,5.449494949,NaN,0.165500044,NaN
20.70707071,293.8570707,5.515151515,NaN,0.165500044,NaN
20.70707071,293.8570707,5.580808081,NaN,0.165500044,NaN
20.70707071,293.8570707,5.646464646,NaN,0.165500044,NaN
20.70707071,293.8570707,5.712121212,NaN,0.165500044,NaN
20.70707071,293.8570707,5.777777778,NaN,0.165500044,NaN
20.70707071,293.8570707,5.843434343,NaN,0.165500044,NaN
20.70707071,293.8570707,5.909090909,NaN,0.165500044,NaN
20.70707071,293.8570707,5.974747475,NaN,0.165500044,NaN
20.70707071,293.8570707,6.04040404,NaN,0.165500044,NaN
20.70707071,293.8570707,6.106060606,NaN,0.165500044,NaN
20.70707071,293.8570707,6.171717172,NaN,0.165500044,NaN
20.70707071,293.8570707,6.237373737,NaN,0.165500044,NaN
20.70707071,293.8570707,6.303030303,NaN,0.165500044,NaN
20.70707071,293.8570707,6.368686869,NaN,0.165500044,NaN
20.70707071,293.8570707,6.434343434,NaN,0.165500044,NaN
20.70707071,293.8570707,6.5,NaN,0.165500044,NaN
20.2020202,293.3520202,0,0.00,0.209487796,0.209487796
20.2020202,293.3520202,0.065656566,0.21,0.209487796,0.421453616
20.2020202,293.3520202,0.131313131,0.44,0.209487796,0.647745981
20.2020202,293.3520202,0.196969697,0.69,0.209487796,0.894726962
20.2020202,293.3520202,0.262626263,0.95,0.209487796,1.159565281
20.2020202,293.3520202,0.328282828,1.23,0.209487796,1.439481665
20.2020202,293.3520202,0.393939394,1.52,0.209487796,1.732076756
20.2020202,293.3520202,0.45959596,1.83,0.209487796,2.035277947
20.2020202,293.3520202,0.525252525,2.14,0.209487796,2.347279902
20.2020202,293.3520202,0.590909091,2.46,0.209487796,2.666504778
20.2020202,293.3520202,0.656565657,2.78,0.209487796,2.991539758
20.2020202,293.3520202,0.722222222,3.11,0.209487796,3.321110351
20.2020202,293.3520202,0.787878788,3.44,0.209487796,3.65406548
20.2020202,293.3520202,0.853535354,3.78,0.209487796,3.989336481
20.2020202,293.3520202,0.919191919,4.12,0.209487796,4.325936464
20.2020202,293.3520202,0.984848485,4.45,0.209487796,4.662940754
20.2020202,293.3520202,1.050505051,4.79,0.209487796,4.999469635
20.2020202,293.3520202,1.116161616,5.13,0.209487796,5.334683253
20.2020202,293.3520202,1.181818182,5.46,0.209487796,5.667776414
20.2020202,293.3520202,1.247474747,5.79,0.209487796,5.997956779
20.2020202,293.3520202,1.313131313,6.11,0.209487796,6.324449549
20.2020202,293.3520202,1.378787879,6.44,0.209487796,6.646483978
20.2020202,293.3520202,1.444444444,6.75,0.209487796,6.963285451
20.2020202,293.3520202,1.51010101,7.06,0.209487796,7.27407166
20.2020202,293.3520202,1.575757576,7.37,0.209487796,7.578043037
20.2020202,293.3520202,1.641414141,7.66,0.209487796,7.874373357
20.2020202,293.3520202,1.707070707,7.95,0.209487796,8.162209822
20.2020202,293.3520202,1.772727273,8.23,0.209487796,8.440653394
20.2020202,293.3520202,1.838383838,8.50,0.209487796,8.708758388
20.2020202,293.3520202,1.904040404,8.76,0.209487796,8.965523371
20.2020202,293.3520202,1.96969697,9.00,0.209487796,9.209877232
20.2020202,293.3520202,2.035353535,9.23,0.209487796,9.440662216
20.2020202,293.3520202,2.101010101,9.45,0.209487796,9.656644179
20.2020202,293.3520202,2.166666667,9.65,0.209487796,9.856470621
20.2020202,293.3520202,2.232323232,9.83,0.209487796,10.03867224
20.2020202,293.3520202,2.297979798,9.99,0.209487796,10.20164391
20.2020202,293.3520202,2.363636364,10.13,0.209487796,10.34361932
20.2020202,293.3520202,2.429292929,10.25,0.209487796,10.46265544
20.2020202,293.3520202,2.494949495,10.35,0.209487796,10.55660335
20.2020202,293.3520202,2.560606061,10.41,0.209487796,10.62308234
20.2020202,293.3520202,2.626262626,10.45,0.209487796,10.65943624
20.2020202,293.3520202,2.691919192,10.45,0.209487796,10.66271774
20.2020202,293.3520202,2.757575758,10.42,0.209487796,10.62961826
20.2020202,293.3520202,2.823232323,10.35,0.209487796,10.55643014
20.2020202,293.3520202,2.888888889,10.23,0.209487796,10.43898855
20.2020202,293.3520202,2.954545455,10.06,0.209487796,10.27259145
20.2020202,293.3520202,3.02020202,9.84,0.209487796,10.05192284
20.2020202,293.3520202,3.085858586,9.56,0.209487796,9.770957183
20.2020202,293.3520202,3.151515152,9.21,0.209487796,9.422838691
20.2020202,293.3520202,3.217171717,8.79,0.209487796,8.999737688
20.2020202,293.3520202,3.282828283,8.28,0.209487796,8.492709349
20.2020202,293.3520202,3.348484848,7.68,0.209487796,7.891463995
20.2020202,293.3520202,3.414141414,6.97,0.209487796,7.184151819
20.2020202,293.3520202,3.47979798,6.15,0.209487796,6.357060811
20.2020202,293.3520202,3.545454545,5.18,0.209487796,5.394277385
20.2020202,293.3520202,3.611111111,4.07,0.209487796,4.27721311
20.2020202,293.3520202,3.676767677,2.77,0.209487796,2.984122448
20.2020202,293.3520202,3.742424242,1.28,0.209487796,1.489395967
20.2020202,293.3520202,3.808080808,-0.45,0.209487796,-0.237281628
20.2020202,293.3520202,3.873737374,-2.44,0.209487796,-2.23198128
20.2020202,293.3520202,3.939393939,-4.75,0.209487796,-4.537904864
20.2020202,293.3520202,4.005050505,-7.42,0.209487796,-7.207134748
20.2020202,293.3520202,4.070707071,-10.51,0.209487796,-10.30294041
20.2020202,293.3520202,4.136363636,-14.11,0.209487796,-13.90283019
20.2020202,293.3520202,4.202020202,-18.31,0.209487796,-18.10265138
20.2020202,293.3520202,4.267676768,-23.23,0.209487796,-23.02219962
20.2020202,293.3520202,4.333333333,-29.02,0.209487796,-28.81309041
20.2020202,293.3520202,4.398989899,-35.88,0.209487796,-35.67002803
20.2020202,293.3520202,4.464646465,-44.06,0.209487796,-43.84741528
20.2020202,293.3520202,4.53030303,-53.89,0.209487796,-53.68485431
20.2020202,293.3520202,4.595959596,-65.86,0.209487796,-65.64792568
20.2020202,293.3520202,4.661616162,NaN,0.209487796,NaN
20.2020202,293.3520202,4.727272727,NaN,0.209487796,NaN
20.2020202,293.3520202,4.792929293,NaN,0.209487796,NaN
20.2020202,293.3520202,4.858585859,NaN,0.209487796,NaN
20.2020202,293.3520202,4.924242424,NaN,0.209487796,NaN
20.2020202,293.3520202,4.98989899,NaN,0.209487796,NaN
20.2020202,293.3520202,5.055555556,NaN,0.209487796,NaN
20.2020202,293.3520202,5.121212121,NaN,0.209487796,NaN
20.2020202,293.3520202,5.186868687,NaN,0.209487796,NaN
20.2020202,293.3520202,5.252525253,NaN,0.209487796,NaN
20.2020202,293.3520202,5.318181818,NaN,0.209487796,NaN
20.2020202,293.3520202,5.383838384,NaN,0.209487796,NaN
20.2020202,293.3520202,5.449494949,NaN,0.209487796,NaN
20.2020202,293.3520202,5.515151515,NaN,0.209487796,NaN
20.2020202,293.3520202,5.580808081,NaN,0.209487796,NaN
20.2020202,293.3520202,5.646464646,NaN,0.209487796,NaN
20.2020202,293.3520202,5.712121212,NaN,0.209487796,NaN
20.2020202,293.3520202,5.777777778,NaN,0.209487796,NaN
20.2020202,293.3520202,5.843434343,NaN,0.209487796,NaN
20.2020202,293.3520202,5.909090909,NaN,0.209487796,NaN
20.2020202,293.3520202,5.974747475,NaN,0.209487796,NaN
20.2020202,293.3520202,6.04040404,NaN,0.209487796,NaN
20.2020202,293.3520202,6.106060606,NaN,0.209487796,NaN
20.2020202,293.3520202,6.171717172,NaN,0.209487796,NaN
20.2020202,293.3520202,6.237373737,NaN,0.209487796,NaN
20.2020202,293.3520202,6.303030303,NaN,0.209487796,NaN
20.2020202,293.3520202,6.368686869,NaN,0.209487796,NaN
20.2020202,293.3520202,6.434343434,NaN,0.209487796,NaN
20.2020202,293.3520202,6.5,NaN,0.209487796,NaN
19.6969697,292.8469697,0,0.00,0.257117833,0.257117833
19.6969697,292.8469697,0.065656566,0.21,0.257117833,0.468817509
19.6969697,292.8469697,0.131313131,0.44,0.257117833,0.69482987
19.6969697,292.8469697,0.196969697,0.68,0.257117833,0.94150324
19.6969697,292.8469697,0.262626263,0.95,0.257117833,1.206001811
19.6969697,292.8469697,0.328282828,1.23,0.257117833,1.485544868
19.6969697,292.8469697,0.393939394,1.52,0.257117833,1.777733009
19.6969697,292.8469697,0.45959596,1.82,0.257117833,2.080494547
19.6969697,292.8469697,0.525252525,2.13,0.257117833,2.392025345
19.6969697,292.8469697,0.590909091,2.45,0.257117833,2.710749114
19.6969697,292.8469697,0.656565657,2.78,0.257117833,3.035254744
19.6969697,292.8469697,0.722222222,3.11,0.257117833,3.364269541
19.6969697,292.8469697,0.787878788,3.44,0.257117833,3.696644239
19.6969697,292.8469697,0.853535354,3.77,0.257117833,4.031312306
19.6969697,292.8469697,0.919191919,4.11,0.257117833,4.367287986
19.6969697,292.8469697,0.984848485,4.45,0.257117833,4.70364915
19.6969697,292.8469697,1.050505051,4.78,0.257117833,5.0395177
19.6969697,292.8469697,1.116161616,5.12,0.257117833,5.374055611
19.6969697,292.8469697,1.181818182,5.45,0.257117833,5.706459484
19.6969697,292.8469697,1.247474747,5.78,0.257117833,6.035938786
19.6969697,292.8469697,1.313131313,6.10,0.257117833,6.361720499
19.6969697,292.8469697,1.378787879,6.43,0.257117833,6.683035656
19.6969697,292.8469697,1.444444444,6.74,0.257117833,6.999111424
19.6969697,292.8469697,1.51010101,7.05,0.257117833,7.309167282
19.6969697,292.8469697,1.575757576,7.36,0.257117833,7.612405459
19.6969697,292.8469697,1.641414141,7.65,0.257117833,7.908001566
19.6969697,292.8469697,1.707070707,7.94,0.257117833,8.19510466
19.6969697,292.8469697,1.772727273,8.22,0.257117833,8.472817609
19.6969697,292.8469697,1.838383838,8.48,0.257117833,8.74019669
19.6969697,292.8469697,1.904040404,8.74,0.257117833,8.996242493
19.6969697,292.8469697,1.96969697,8.98,0.257117833,9.239885938
19.6969697,292.8469697,2.035353535,9.21,0.257117833,9.469971804
19.6969697,292.8469697,2.101010101,9.43,0.257117833,9.685267902
19.6969697,292.8469697,2.166666667,9.63,0.257117833,9.88442438
19.6969697,292.8469697,2.232323232,9.81,0.257117833,10.06597465
19.6969697,292.8469697,2.297979798,9.97,0.257117833,10.22831608
19.6969697,292.8469697,2.363636364,10.11,0.257117833,10.36968604
19.6969697,292.8469697,2.429292929,10.23,0.257117833,10.48814413
19.6969697,292.8469697,2.494949495,10.32,0.257117833,10.58154541
19.6969697,292.8469697,2.560606061,10.39,0.257117833,10.64751293
