T,T_k,M,LW,LW_h,LW_t
41.41414141,314.5641414,5.580808081,NaN,1.431236342,NaN
41.41414141,314.5641414,5.646464646,NaN,1.431236342,NaN
41.41414141,314.5641414,5.712121212,NaN,1.431236342,NaN
41.41414141,314.5641414,5.777777778,NaN,1.431236342,NaN
41.41414141,314.5641414,5.843434343,NaN,1.431236342,NaN
41.41414141,314.5641414,5.909090909,NaN,1.431236342,NaN
41.41414141,314.5641414,5.974747475,NaN,1.431236342,NaN
41.41414141,314.5641414,6.04040404,NaN,1.431236342,NaN
41.41414141,314.5641414,6.106060606,NaN,1.431236342,NaN
41.41414141,314.5641414,6.171717172,NaN,1.431236342,NaN
41.41414141,314.5641414,6.237373737,NaN,1.431236342,NaN
41.41414141,314.5641414,6.303030303,NaN,1.431236342,NaN
41.41414141,314.5641414,6.368686869,NaN,1.431236342,NaN
41.41414141,314.5641414,6.434343434,NaN,1.431236342,NaN
41.41414141,314.5641414,6.5,NaN,1.431236342,NaN
40.90909091,314.0590909,0,0.00,1.330549014,1.330549014
40.90909091,314.0590909,0.065656566,0.22,1.330549014,1.552901934
40.90909091,314.0590909,0.131313131,0.46,1.330549014,1.790500754
40.90909091,314.0590909,0.196969697,0.72,1.330549014,2.050225377
40.90909091,314.0590909,0.262626263,1.00,1.330549014,2.329409759
40.90909091,314.0590909,0.328282828,1.29,1.330549014,2.625311472
40.90909091,314.0590909,0.393939394,1.60,1.330549014,2.935506459
40.90909091,314.0590909,0.45959596,1.93,1.330549014,3.257862856
40.90909091,314.0590909,0.525252525,2.26,1.330549014,3.590500163
40.90909091,314.0590909,0.590909091,2.60,1.330549014,3.931756534
40.90909091,314.0590909,0.656565657,2.95,1.330549014,4.280129962
40.90909091,314.0590909,0.722222222,3.30,1.330549014,4.634254634
40.90909091,314.0590909,0.787878788,3.66,1.330549014,4.992889444
40.90909091,314.0590909,0.853535354,4.02,1.330549014,5.35487554
40.90909091,314.0590909,0.919191919,4.39,1.330549014,5.719134546
40.90909091,314.0590909,0.984848485,4.75,1.330549014,6.084657659
40.90909091,314.0590909,1.050505051,5.12,1.330549014,6.450180773
40.90909091,314.0590909,1.116161616,NaN,1.330549014,NaN
40.90909091,314.0590909,1.181818182,NaN,1.330549014,NaN
40.90909091,314.0590909,1.247474747,6.21,1.330549014,7.540641226
40.90909091,314.0590909,1.313131313,6.57,1.330549014,7.89868881
40.90909091,314.0590909,1.378787879,6.92,1.330549014,8.252643183
40.90909091,314.0590909,1.444444444,7.27,1.330549014,8.601650481
40.90909091,314.0590909,1.51010101,7.61,1.330549014,8.944850174
40.90909091,314.0590909,1.575757576,7.95,1.330549014,9.281362406
40.90909091,314.0590909,1.641414141,8.28,1.330549014,9.610281782
40.90909091,314.0590909,1.707070707,8.60,1.330549014,9.930676893
40.90909091,314.0590909,1.772727273,8.91,1.330549014,10.24156317
40.90909091,314.0590909,1.838383838,9.21,1.330549014,10.54191367
40.90909091,314.0590909,1.904040404,9.50,1.330549014,10.83063617
40.90909091,314.0590909,1.96969697,9.78,1.330549014,11.10656863
40.90909091,314.0590909,2.035353535,10.04,1.330549014,11.3684676
40.90909091,314.0590909,2.101010101,10.28,1.330549014,11.61498664
40.90909091,314.0590909,2.166666667,10.51,1.330549014,11.84467596
40.90909091,314.0590909,2.232323232,10.73,1.330549014,12.05595163
40.90909091,314.0590909,2.297979798,10.92,1.330549014,12.24708917
40.90909091,314.0590909,2.363636364,11.09,1.330549014,12.41619465
40.90909091,314.0590909,2.429292929,11.23,1.330549014,12.561182
40.90909091,314.0590909,2.494949495,11.35,1.330549014,12.67975532
40.90909091,314.0590909,2.560606061,11.44,1.330549014,12.76936275
40.90909091,314.0590909,2.626262626,11.50,1.330549014,12.82717372
40.90909091,314.0590909,2.691919192,11.52,1.330549014,12.85003464
40.90909091,314.0590909,2.757575758,11.50,1.330549014,12.83441871
40.90909091,314.0590909,2.823232323,11.45,1.330549014,12.77637159
40.90909091,314.0590909,2.888888889,11.34,1.330549014,12.67145489
40.90909091,314.0590909,2.954545455,11.18,1.330549014,12.51465928
40.90909091,314.0590909,3.02020202,10.97,1.330549014,12.30032433
40.90909091,314.0590909,3.085858586,10.69,1.330549014,12.02203949
40.90909091,314.0590909,3.151515152,10.34,1.330549014,11.67249981
40.90909091,314.0590909,3.217171717,9.91,1.330549014,11.24339033
40.90909091,314.0590909,3.282828283,9.39,1.330549014,10.72518382
40.90909091,314.0590909,3.348484848,8.78,1.330549014,10.10695119
40.90909091,314.0590909,3.414141414,8.05,1.330549014,9.376092286
40.90909091,314.0590909,3.47979798,7.19,1.330549014,8.518025656
40.90909091,314.0590909,3.545454545,6.19,1.330549014,7.515842976
40.90909091,314.0590909,3.611111111,5.02,1.330549014,6.349811048
40.90909091,314.0590909,3.676767677,3.67,1.330549014,4.996815367
40.90909091,314.0590909,3.742424242,2.10,1.330549014,3.429652912
40.90909091,314.0590909,3.808080808,0.29,1.330549014,1.616139699
40.90909091,314.0590909,3.873737374,-1.81,1.330549014,-0.482025295
40.90909091,314.0590909,3.939393939,-4.24,1.330549014,-2.910698676
40.90909091,314.0590909,4.005050505,-7.06,1.330549014,-5.725158786
40.90909091,314.0590909,4.070707071,-10.32,1.330549014,-8.992537117
40.90909091,314.0590909,4.136363636,-14.13,1.330549014,-12.79505387
40.90909091,314.0590909,4.202020202,-18.56,1.330549014,-17.2343553
40.90909091,314.0590909,4.267676768,-23.77,1.330549014,-22.43744947
40.90909091,314.0590909,4.333333333,-29.90,1.330549014,-28.5650083
40.90909091,314.0590909,4.398989899,-37.15,1.330549014,-35.82328571
40.90909091,314.0590909,4.464646465,-45.81,1.330549014,-44.48161321
40.90909091,314.0590909,4.53030303,-56.23,1.330549014,-54.89928105
40.90909091,314.0590909,4.595959596,NaN,1.330549014,NaN
40.90909091,314.0590909,4.661616162,NaN,1.330549014,NaN
40.90909091,314.0590909,4.727272727,NaN,1.330549014,NaN
40.90909091,314.0590909,4.792929293,NaN,1.330549014,NaN
40.90909091,314.0590909,4.858585859,NaN,1.330549014,NaN
40.90909091,314.0590909,4.924242424,NaN,1.330549014,NaN
40.90909091,314.0590909,4.98989899,NaN,1.330549014,NaN
40.90909091,314.0590909,5.055555556,NaN,1.330549014,NaN
40.90909091,314.0590909,5.121212121,NaN,1.330549014,NaN
40.90909091,314.0590909,5.186868687,NaN,1.330549014,NaN
40.90909091,314.0590909,5.252525253,NaN,1.330549014,NaN
40.90909091,314.0590909,5.318181818,NaN,1.330549014,NaN
40.90909091,314.0590909,5.383838384,NaN,1.330549014,NaN
40.90909091,314.0590909,5.449494949,NaN,1.330549014,NaN
40.90909091,314.0590909,5.515151515,NaN,1.330549014,NaN
40.90909091,314.0590909,5.580808081,NaN,1.330549014,NaN
40.90909091,314.0590909,5.646464646,NaN,1.330549014,NaN
40.90909091,314.0590909,5.712121212,NaN,1.330549014,NaN
40.90909091,314.0590909,5.777777778,NaN,1.330549014,NaN
40.90909091,314.0590909,5.843434343,NaN,1.330549014,NaN
40.90909091,314.0590909,5.909090909,NaN,1.330549014,NaN
40.90909091,314.0590909,5.974747475,NaN,1.330549014,NaN
40.90909091,314.0590909,6.04040404,NaN,1.330549014,NaN
40.90909091,314.0590909,6.106060606,NaN,1.330549014,NaN
40.90909091,314.0590909,6.171717172,NaN,1.330549014,NaN
40.90909091,314.0590909,6.237373737,NaN,1.330549014,NaN
40.90909091,314.0590909,6.303030303,NaN,1.330549014,NaN
40.90909091,314.0590909,6.368686869,NaN,1.330549014,NaN
40.90909091,314.0590909,6.434343434,NaN,1.330549014,NaN
40.90909091,314.0590909,6.5,NaN,1.330549014,NaN
40.4040404,313.5540404,0,0.00,1.233282131,1.233282131
40.4040404,313.5540404,0.065656566,0.22,1.233282131,1.455384497
40.4040404,313.5540404,0.131313131,0.46,1.233282131,1.69270534
40.4040404,313.5540404,0.196969697,0.72,1.233282131,1.952114043
40.4040404,313.5540404,0.262626263,1.00,1.233282131,2.230940467
40.4040404,313.5540404,0.328282828,1.29,1.233282131,2.52644126
40.4040404,313.5540404,0.393939394,1.60,1.233282131,2.836193023
40.4040404,313.5540404,0.45959596,1.92,1.233282131,3.158065458
40.4040404,313.5540404,0.525252525,2.26,1.233282131,3.490179705
40.4040404,313.5540404,0.590909091,2.60,1.233282131,3.830877259
40.4040404,313.5540404,0.656565657,2.95,1.233282131,4.178657326
40.4040404,313.5540404,0.722222222,3.30,1.233282131,4.532156507
40.4040404,313.5540404,0.787878788,3.66,1.233282131,4.890137061
40.4040404,313.5540404,0.853535354,4.02,1.233282131,5.251442354
40.4040404,313.5540404,0.919191919,4.38,1.233282131,5.614994706
40.4040404,313.5540404,0.984848485,4.75,1.233282131,5.979790282
40.4040404,313.5540404,1.050505051,5.11,1.233282131,6.344585858
40.4040404,313.5540404,1.116161616,NaN,1.233282131,NaN
40.4040404,313.5540404,1.181818182,NaN,1.233282131,NaN
40.4040404,313.5540404,1.247474747,NaN,1.233282131,NaN
40.4040404,313.5540404,1.313131313,NaN,1.233282131,NaN
40.4040404,313.5540404,1.378787879,6.91,1.233282131,8.143052441
40.4040404,313.5540404,1.444444444,7.26,1.233282131,8.491232571
40.4040404,313.5540404,1.51010101,7.60,1.233282131,8.833601382
40.4040404,313.5540404,1.575757576,7.94,1.233282131,9.169279337
40.4040404,313.5540404,1.641414141,8.26,1.233282131,9.497360974
40.4040404,313.5540404,1.707070707,8.58,1.233282131,9.816918512
40.4040404,313.5540404,1.772727273,8.89,1.233282131,10.12696877
40.4040404,313.5540404,1.838383838,9.19,1.233282131,10.4264902
40.4040404,313.5540404,1.904040404,9.48,1.233282131,10.71438909
40.4040404,313.5540404,1.96969697,9.76,1.233282131,10.98950679
40.4040404,313.5540404,2.035353535,10.02,1.233282131,11.25060213
40.4040404,313.5540404,2.101010101,10.26,1.233282131,11.49633135
40.4040404,313.5540404,2.166666667,10.49,1.233282131,11.72524711
40.4040404,313.5540404,2.232323232,10.70,1.233282131,11.93576831
40.4040404,313.5540404,2.297979798,10.89,1.233282131,12.12617343
40.4040404,313.5540404,2.363636364,11.06,1.233282131,12.29457171
40.4040404,313.5540404,2.429292929,11.21,1.233282131,12.43888054
40.4040404,313.5540404,2.494949495,11.32,1.233282131,12.5568077
40.4040404,313.5540404,2.560606061,11.41,1.233282131,12.64580549
40.4040404,313.5540404,2.626262626,11.47,1.233282131,12.70304771
40.4040404,313.5540404,2.691919192,11.49,1.233282131,12.72538575
40.4040404,313.5540404,2.757575758,11.48,1.233282131,12.70929821
40.4040404,313.5540404,2.823232323,11.42,1.233282131,12.65083679
40.4040404,313.5540404,2.888888889,11.31,1.233282131,12.54556981
40.4040404,313.5540404,2.954545455,11.16,1.233282131,12.38849549
40.4040404,313.5540404,3.02020202,10.94,1.233282131,12.17396182
40.4040404,313.5540404,3.085858586,10.66,1.233282131,11.89556771
40.4040404,313.5540404,3.151515152,10.31,1.233282131,11.54601916
40.4040404,313.5540404,3.217171717,9.88,1.233282131,11.11701326
40.4040404,313.5540404,3.282828283,9.37,1.233282131,10.59903636
40.4040404,313.5540404,3.348484848,8.75,1.233282131,9.981176382
40.4040404,313.5540404,3.414141414,8.02,1.233282131,9.250850749
40.4040404,313.5540404,3.47979798,7.16,1.233282131,8.393498553
40.4040404,313.5540404,3.545454545,6.16,1.233282131,7.392238181
40.4040404,313.5540404,3.611111111,4.99,1.233282131,6.227360618
40.4040404,313.5540404,3.676767677,3.64,1.233282131,4.87578827
40.4040404,313.5540404,3.742424242,2.08,1.233282131,3.310355429
40.4040404,313.5540404,3.808080808,0.27,1.233282131,1.498925231
40.4040404,313.5540404,3.873737374,-1.83,1.233282131,-0.596750095
40.4040404,313.5540404,3.939393939,-4.26,1.233282131,-3.022461496
40.4040404,313.5540404,4.005050505,-7.07,1.233282131,-5.833409259
40.4040404,313.5540404,4.070707071,-10.33,1.233282131,-9.096630204
40.4040404,313.5540404,4.136363636,-14.13,1.233282131,-12.89422913
40.4040404,313.5540404,4.202020202,-18.56,1.233282131,-17.32771022
40.4040404,313.5540404,4.267676768,-23.76,1.233282131,-22.52390498
40.4040404,313.5540404,4.333333333,-29.88,1.233282131,-28.64326573
40.4040404,313.5540404,4.398989899,-37.13,1.233282131,-35.89175592
40.4040404,313.5540404,4.464646465,-45.77,1.233282131,-44.53834837
40.4040404,313.5540404,4.53030303,-56.18,1.233282131,-54.94184781
40.4040404,313.5540404,4.595959596,NaN,1.233282131,NaN
40.4040404,313.5540404,4.661616162,NaN,1.233282131,NaN
40.4040404,313.5540404,4.727272727,NaN,1.233282131,NaN
40.4040404,313.5540404,4.792929293,NaN,1.233282131,NaN
40.4040404,313.5540404,4.858585859,NaN,1.233282131,NaN
40.4040404,313.5540404,4.924242424,NaN,1.233282131,NaN
40.4040404,313.5540404,4.98989899,NaN,1.233282131,NaN
40.4040404,313.5540404,5.055555556,NaN,1.233282131,NaN
40.4040404,313.5540404,5.121212121,NaN,1.233282131,NaN
40.4040404,313.5540404,5.186868687,NaN,1.233282131,NaN
40.4040404,313.5540404,5.252525253,NaN,1.233282131,NaN
40.4040404,313.5540404,5.318181818,NaN,1.233282131,NaN
40.4040404,313.5540404,5.383838384,NaN,1.233282131,NaN
40.4040404,313.5540404,5.449494949,NaN,1.233282131,NaN
40.4040404,313.5540404,5.515151515,NaN,1.233282131,NaN
40.4040404,313.5540404,5.580808081,NaN,1.233282131,NaN
40.4040404,313.5540404,5.646464646,NaN,1.233282131,NaN
40.4040404,313.5540404,5.712121212,NaN,1.233282131,NaN
40.4040404,313.5540404,5.777777778,NaN,1.233282131,NaN
40.4040404,313.5540404,5.843434343,NaN,1.233282131,NaN
40.4040404,313.5540404,5.909090909,NaN,1.233282131,NaN
40.4040404,313.5540404,5.974747475,NaN,1.233282131,NaN
40.4040404,313.5540404,6.04040404,NaN,1.233282131,NaN
40.4040404,313.5540404,6.106060606,NaN,1.233282131,NaN
40.4040404,313.5540404,6.171717172,NaN,1.233282131,NaN
40.4040404,313.5540404,6.237373737,NaN,1.233282131,NaN
40.4040404,313.5540404,6.303030303,NaN,1.233282131,NaN
40.4040404,313.5540404,6.368686869,NaN,1.233282131,NaN
40.4040404,313.5540404,6.434343434,NaN,1.233282131,NaN
40.4040404,313.5540404,6.5,NaN,1.233282131,NaN
39.8989899,313.0489899,0,0.00,1.139441107,1.139441107
39.8989899,313.0489899,0.065656566,0.22,1.139441107,1.361293069
39.8989899,313.0489899,0.131313131,0.46,1.139441107,1.598336258
39.8989899,313.0489899,0.196969697,0.72,1.139441107,1.857429425
39.8989899,313.0489899,0.262626263,1.00,1.139441107,2.135898337
39.8989899,313.0489899,0.328282828,1.29,1.139441107,2.430998739
39.8989899,313.0489899,0.393939394,1.60,1.139441107,2.740307895
39.8989899,313.0489899,0.45959596,1.92,1.139441107,3.061697076
39.8989899,313.0489899,0.525252525,2.25,1.139441107,3.393289548
39.8989899,313.0489899,0.590909091,2.59,1.139441107,3.73342869
39.8989899,313.0489899,0.656565657,2.94,1.139441107,4.080616384
39.8989899,313.0489899,0.722222222,3.29,1.139441107,4.433492965
39.8989899,313.0489899,0.787878788,3.65,1.139441107,4.790818769
39.8989899,313.0489899,0.853535354,4.01,1.139441107,5.1514422
39.8989899,313.0489899,0.919191919,4.37,1.139441107,5.514291192
39.8989899,313.0489899,0.984848485,4.74,1.139441107,5.878358083
39.8989899,313.0489899,1.050505051,5.10,1.139441107,6.242681964
39.8989899,313.0489899,1.116161616,5.47,1.139441107,6.606342937
39.8989899,313.0489899,1.181818182,5.83,1.139441107,6.968458172
39.8989899,313.0489899,1.247474747,6.19,1.139441107,7.328156412
39.8989899,313.0489899,1.313131313,6.55,1.139441107,7.684589577
39.8989899,313.0489899,1.378787879,6.90,1.139441107,8.036909067
39.8989899,313.0489899,1.444444444,7.24,1.139441107,8.384265842
39.8989899,313.0489899,1.51010101,7.59,1.139441107,8.725803048
39.8989899,313.0489899,1.575757576,7.92,1.139441107,9.060647586
39.8989899,313.0489899,1.641414141,8.25,1.139441107,9.387894258
39.8989899,313.0489899,1.707070707,8.57,1.139441107,9.706616519
39.8989899,313.0489899,1.772727273,8.88,1.139441107,10.01583419
39.8989899,313.0489899,1.838383838,9.18,1.139441107,10.31452705
39.8989899,313.0489899,1.904040404,9.46,1.139441107,10.60160432
39.8989899,313.0489899,1.96969697,9.74,1.139441107,10.87590931
39.8989899,313.0489899,2.035353535,10.00,1.139441107,11.13620309
39.8989899,313.0489899,2.101010101,10.24,1.139441107,11.38114458
39.8989899,313.0489899,2.166666667,10.47,1.139441107,11.6092889
39.8989899,313.0489899,2.232323232,10.68,1.139441107,11.81905778
39.8989899,313.0489899,2.297979798,10.87,1.139441107,12.00873265
39.8989899,313.0489899,2.363636364,11.04,1.139441107,12.17642592
39.8989899,313.0489899,2.429292929,11.18,1.139441107,12.32005845
39.8989899,313.0489899,2.494949495,11.30,1.139441107,12.4373417
39.8989899,313.0489899,2.560606061,11.39,1.139441107,12.5257321
39.8989899,313.0489899,2.626262626,11.44,1.139441107,12.58240787
39.8989899,313.0489899,2.691919192,11.46,1.139441107,12.60422533
39.8989899,313.0489899,2.757575758,11.45,1.139441107,12.58766851
39.8989899,313.0489899,2.823232323,11.39,1.139441107,12.52879515
39.8989899,313.0489899,2.888888889,11.28,1.139441107,12.42318028
39.8989899,313.0489899,2.954545455,11.13,1.139441107,12.26582966
39.8989899,313.0489899,3.02020202,10.91,1.139441107,12.05109971
39.8989899,313.0489899,3.085858586,10.63,1.139441107,11.77259881
39.8989899,313.0489899,3.151515152,10.28,1.139441107,11.42304388
39.8989899,313.0489899,3.217171717,9.85,1.139441107,10.99414409
39.8989899,313.0489899,3.282828283,9.34,1.139441107,10.47639953
39.8989899,313.0489899,3.348484848,8.72,1.139441107,9.858914664
39.8989899,313.0489899,3.414141414,7.99,1.139441107,9.129124996
39.8989899,313.0489899,3.47979798,7.13,1.139441107,8.272489938
39.8989899,313.0489899,3.545454545,6.13,1.139441107,7.272153374
39.8989899,313.0489899,3.611111111,4.97,1.139441107,6.108434338
39.8989899,313.0489899,3.676767677,3.62,1.139441107,4.758288291
39.8989899,313.0489899,3.742424242,2.06,1.139441107,3.194587903
39.8989899,313.0489899,3.808080808,0.25,1.139441107,1.385244114
39.8989899,313.0489899,3.873737374,-1.85,1.139441107,-0.707938353
39.8989899,313.0489899,3.939393939,-4.27,1.139441107,-3.130684338
39.8989899,313.0489899,4.005050505,-7.08,1.139441107,-5.938116145
39.8989899,313.0489899,4.070707071,-10.34,1.139441107,-9.197175874
39.8989899,313.0489899,4.136363636,-14.13,1.139441107,-12.98985287
39.8989899,313.0489899,4.202020202,-18.56,1.139441107,-17.41750921
39.8989899,313.0489899,4.267676768,-23.75,1.139441107,-22.60679977
39.8989899,313.0489899,4.333333333,-29.86,1.139441107,-28.71795459
39.8989899,313.0489899,4.398989899,-37.10,1.139441107,-35.95665409
39.8989899,313.0489899,4.464646465,-45.73,1.139441107,-44.59150489
39.8989899,313.0489899,4.53030303,-56.12,1.139441107,-54.98082825
39.8989899,313.0489899,4.595959596,NaN,1.139441107,NaN
39.8989899,313.0489899,4.661616162,NaN,1.139441107,NaN
39.8989899,313.0489899,4.727272727,NaN,1.139441107,NaN
39.8989899,313.0489899,4.792929293,NaN,1.139441107,NaN
39.8989899,313.0489899,4.858585859,NaN,1.139441107,NaN
39.8989899,313.0489899,4.924242424,NaN,1.139441107,NaN
39.8989899,313.0489899,4.98989899,NaN,1.139441107,NaN
39.8989899,313.0489899,5.055555556,NaN,1.139441107,NaN
39.8989899,313.0489899,5.121212121,NaN,1.139441107,NaN
39.8989899,313.0489899,5.186868687,NaN,1.139441107,NaN
39.8989899,313.0489899,5.252525253,NaN,1.139441107,NaN
39.8989899,313.0489899,5.318181818,NaN,1.139441107,NaN
39.8989899,313.0489899,5.383838384,NaN,1.139441107,NaN
39.8989899,313.0489899,5.449494949,NaN,1.139441107,NaN
39.8989899,313.0489899,5.515151515,NaN,1.139441107,NaN
39.8989899,313.0489899,5.580808081,NaN,1.139441107,NaN
39.8989899,313.0489899,5.646464646,NaN,1.139441107,NaN
39.8989899,313.0489899,5.712121212,NaN,1.139441107,NaN
39.8989899,313.0489899,5.777777778,NaN,1.139441107,NaN
39.8989899,313.0489899,5.843434343,NaN,1.139441107,NaN
39.8989899,313.0489899,5.909090909,NaN,1.139441107,NaN
39.8989899,313.0489899,5.974747475,NaN,1.139441107,NaN
39.8989899,313.0489899,6.04040404,NaN,1.139441107,NaN
39.8989899,313.0489899,6.106060606,NaN,1.139441107,NaN
39.8989899,313.0489899,6.171717172,NaN,1.139441107,NaN
39.8989899,313.0489899,6.237373737,NaN,1.139441107,NaN
39.8989899,313.0489899,6.303030303,NaN,1.139441107,NaN
39.8989899,313.0489899,6.368686869,NaN,1.139441107,NaN
39.8989899,313.0489899,6.434343434,NaN,1.139441107,NaN
39.8989899,313.0489899,6.5,NaN,1.139441107,NaN
39.39393939,312.5439394,0,0.00,1.049031349,1.049031349
39.39393939,312.5439394,0.065656566,0.22,1.049031349,1.27063304
39.39393939,312.5439394,0.131313131,0.46,1.049031349,1.507398891
39.39393939,312.5439394,0.196969697,0.72,1.049031349,1.766176893
39.39393939,312.5439394,0.262626263,1.00,1.049031349,2.04428873
39.39393939,312.5439394,0.328282828,1.29,1.049031349,2.338989256
39.39393939,312.5439394,0.393939394,1.60,1.049031349,2.647856407
39.39393939,312.5439394,0.45959596,1.92,1.049031349,2.968763031
39.39393939,312.5439394,0.525252525,2.25,1.049031349,3.299834486
39.39393939,312.5439394,0.590909091,2.59,1.049031349,3.639416127
39.39393939,312.5439394,0.656565657,2.94,1.049031349,3.986012419
39.39393939,312.5439394,0.722222222,3.29,1.049031349,4.338265401
39.39393939,312.5439394,0.787878788,3.65,1.049031349,4.694939622
39.39393939,312.5439394,0.853535354,4.01,1.049031349,5.05488548
39.39393939,312.5439394,0.919191919,4.37,1.049031349,5.41702934
39.39393939,312.5439394,0.984848485,4.73,1.049031349,5.780370561
39.39393939,312.5439394,1.050505051,5.09,1.049031349,6.143949418
39.39393939,312.5439394,1.116161616,5.46,1.049031349,6.506844903
39.39393939,312.5439394,1.181818182,5.82,1.049031349,6.868180802
39.39393939,312.5439394,1.247474747,6.18,1.049031349,7.227086326
39.39393939,312.5439394,1.313131313,6.53,1.049031349,7.582713294
39.39393939,312.5439394,1.378787879,6.89,1.049031349,7.934217915
39.39393939,312.5439394,1.444444444,7.23,1.049031349,8.280753987
39.39393939,312.5439394,1.51010101,7.57,1.049031349,8.621461731
39.39393939,312.5439394,1.575757576,7.91,1.049031349,8.955473707
39.39393939,312.5439394,1.641414141,8.23,1.049031349,9.281888294
39.39393939,312.5439394,1.707070707,8.55,1.049031349,9.599776005
39.39393939,312.5439394,1.772727273,8.86,1.049031349,9.908163009
39.39393939,312.5439394,1.838383838,9.16,1.049031349,10.20602927
39.39393939,312.5439394,1.904040404,9.44,1.049031349,10.49228693
39.39393939,312.5439394,1.96969697,9.72,1.049031349,10.76578122
39.39393939,312.5439394,2.035353535,9.98,1.049031349,11.0252755
39.39393939,312.5439394,2.101010101,10.22,1.049031349,11.26943135
39.39393939,312.5439394,2.166666667,10.45,1.049031349,11.49680634
39.39393939,312.5439394,2.232323232,10.66,1.049031349,11.70582504
39.39393939,312.5439394,2.297979798,10.85,1.049031349,11.89477181
39.39393939,312.5439394,2.363636364,11.01,1.049031349,12.06176226
39.39393939,312.5439394,2.429292929,11.16,1.049031349,12.20472069
39.39393939,312.5439394,2.494949495,11.27,1.049031349,12.32136225
39.39393939,312.5439394,2.560606061,11.36,1.049031349,12.40914753
39.39393939,312.5439394,2.626262626,11.42,1.049031349,12.46525912
39.39393939,312.5439394,2.691919192,11.44,1.049031349,12.48655828
39.39393939,312.5439394,2.757575758,11.42,1.049031349,12.46953451
39.39393939,312.5439394,2.823232323,11.36,1.049031349,12.41025155
39.39393939,312.5439394,2.888888889,11.26,1.049031349,12.30429117
39.39393939,312.5439394,2.954545455,11.10,1.049031349,12.14666663
39.39393939,312.5439394,3.02020202,10.88,1.049031349,11.93174283
39.39393939,312.5439394,3.085858586,10.60,1.049031349,11.65313759
39.39393939,312.5439394,3.151515152,10.25,1.049031349,11.30357877
39.39393939,312.5439394,3.217171717,9.83,1.049031349,10.87478762
39.39393939,312.5439394,3.282828283,9.31,1.049031349,10.35727795
39.39393939,312.5439394,3.348484848,8.69,1.049031349,9.740170814
39.39393939,312.5439394,3.414141414,7.96,1.049031349,9.010919786
39.39393939,312.5439394,3.47979798,7.11,1.049031349,8.155009101
39.39393939,312.5439394,3.545454545,6.11,1.049031349,7.155594613
39.39393939,312.5439394,3.611111111,4.94,1.049031349,5.99303693
39.39393939,312.5439394,3.676767677,3.60,1.049031349,4.64432015
39.39393939,312.5439394,3.742424242,2.03,1.049031349,3.082356999
39.39393939,312.5439394,3.808080808,0.23,1.049031349,1.275101064
39.39393939,312.5439394,3.873737374,-1.86,1.049031349,-0.815585412
39.39393939,312.5439394,3.939393939,-4.28,1.049031349,-3.235362563
39.39393939,312.5439394,4.005050505,-7.09,1.049031349,-6.03927482
39.39393939,312.5439394,4.070707071,-10.34,1.049031349,-9.294169521
39.39393939,312.5439394,4.136363636,-14.13,1.049031349,-13.08192052
39.39393939,312.5439394,4.202020202,-18.55,1.049031349,-17.50374771
39.39393939,312.5439394,4.267676768,-23.74,1.049031349,-22.68612928
39.39393939,312.5439394,4.333333333,-29.84,1.049031349,-28.78907292
39.39393939,312.5439394,4.398989899,-37.07,1.049031349,-36.01797603
39.39393939,312.5439394,4.464646465,-45.69,1.049031349,-44.64107832
39.39393939,312.5439394,4.53030303,-56.07,1.049031349,-55.01621761
39.39393939,312.5439394,4.595959596,NaN,1.049031349,NaN
39.39393939,312.5439394,4.661616162,NaN,1.049031349,NaN
39.39393939,312.5439394,4.727272727,NaN,1.049031349,NaN
39.39393939,312.5439394,4.792929293,NaN,1.049031349,NaN
39.39393939,312.5439394,4.858585859,NaN,1.049031349,NaN
39.39393939,312.5439394,4.924242424,NaN,1.049031349,NaN
39.39393939,312.5439394,4.98989899,NaN,1.049031349,NaN
39.39393939,312.5439394,5.055555556,NaN,1.049031349,NaN
39.39393939,312.5439394,5.121212121,NaN,1.049031349,NaN
39.39393939,312.5439394,5.186868687,NaN,1.049031349,NaN
39.39393939,312.5439394,5.252525253,NaN,1.049031349,NaN
39.39393939,312.5439394,5.318181818,NaN,1.049031349,NaN
39.39393939,312.5439394,5.383838384,NaN,1.049031349,NaN
39.39393939,312.5439394,5.449494949,NaN,1.049031349,NaN
39.39393939,312.5439394,5.515151515,NaN,1.049031349,NaN
39.39393939,312.5439394,5.580808081,NaN,1.049031349,NaN
39.39393939,312.5439394,5.646464646,NaN,1.049031349,NaN
39.39393939,312.5439394,5.712121212,NaN,1.049031349,NaN
39.39393939,312.5439394,5.777777778,NaN,1.049031349,NaN
39.39393939,312.5439394,5.843434343,NaN,1.049031349,NaN
39.39393939,312.5439394,5.909090909,NaN,1.049031349,NaN
39.39393939,312.5439394,5.974747475,NaN,1.049031349,NaN
39.39393939,312.5439394,6.04040404,NaN,1.049031349,NaN
39.39393939,312.5439394,6.106060606,NaN,1.049031349,NaN
39.39393939,312.5439394,6.171717172,NaN,1.049031349,NaN
39.39393939,312.5439394,6.237373737,NaN,1.049031349,NaN
39.39393939,312.5439394,6.303030303,NaN,1.049031349,NaN
39.39393939,312.5439394,6.368686869,NaN,1.049031349,NaN
39.39393939,312.5439394,6.434343434,NaN,1.049031349,NaN
39.39393939,312.5439394,6.5,NaN,1.049031349,NaN
38.88888889,312.0388889,0,0.00,0.962058272,0.962058272
38.88888889,312.0388889,0.065656566,0.22,0.962058272,1.183409812
