T,M,LW,LW_t,LW_h,T_k
45.95959596,2.560606061,12.34,14.79112327,14.79112327,318.959596
45.95959596,2.626262626,12.6,15.05112327,15.05112327,318.959596
45.95959596,2.691919192,12.86,15.31112327,15.31112327,318.959596
45.95959596,2.757575758,13.1,15.55112327,15.55112327,318.959596
45.95959596,2.823232323,13.35,15.80112327,15.80112327,318.959596
45.95959596,2.888888889,13.58,16.03112327,16.03112327,318.959596
45.95959596,2.954545455,13.81,16.26112327,16.26112327,318.959596
45.95959596,3.02020202,14.04,16.49112327,16.49112327,318.959596
45.95959596,3.085858586,14.26,16.71112327,16.71112327,318.959596
45.95959596,3.151515152,14.47,16.92112327,16.92112327,318.959596
45.95959596,3.217171717,14.67,17.12112327,17.12112327,318.959596
45.95959596,3.282828283,14.86,17.31112327,17.31112327,318.959596
45.95959596,3.348484848,15.05,17.50112327,17.50112327,318.959596
45.95959596,3.414141414,15.23,17.68112327,17.68112327,318.959596
45.95959596,3.47979798,15.4,17.85112327,17.85112327,318.959596
45.95959596,3.545454545,15.56,18.01112327,18.01112327,318.959596
45.95959596,3.611111111,15.71,18.16112327,18.16112327,318.959596
45.95959596,3.676767677,15.85,18.30112327,18.30112327,318.959596
45.95959596,3.742424242,15.99,18.44112327,18.44112327,318.959596
45.95959596,3.808080808,16.11,18.56112327,18.56112327,318.959596
45.95959596,3.873737374,16.22,18.67112327,18.67112327,318.959596
45.95959596,3.939393939,16.32,18.77112327,18.77112327,318.959596
45.95959596,4.005050505,16.4,18.85112327,18.85112327,318.959596
45.95959596,4.070707071,16.48,18.93112327,18.93112327,318.959596
45.95959596,4.136363636,16.54,18.99112327,18.99112327,318.959596
45.95959596,4.202020202,16.59,19.04112327,19.04112327,318.959596
45.95959596,4.267676768,16.62,19.07112327,19.07112327,318.959596
45.95959596,4.333333333,16.64,19.09112327,19.09112327,318.959596
45.95959596,4.398989899,16.65,19.10112327,19.10112327,318.959596
45.95959596,4.464646465,16.64,19.09112327,19.09112327,318.959596
45.95959596,4.53030303,16.61,19.06112327,19.06112327,318.959596
45.95959596,4.595959596,16.56,19.01112327,19.01112327,318.959596
45.95959596,4.661616162,16.5,18.95112327,18.95112327,318.959596
45.95959596,4.727272727,16.42,18.87112327,18.87112327,318.959596
45.95959596,4.792929293,16.32,18.77112327,18.77112327,318.959596
45.95959596,4.858585859,16.21,18.66112327,18.66112327,318.959596
45.95959596,4.924242424,16.07,18.52112327,18.52112327,318.959596
45.95959596,4.98989899,15.91,18.36112327,18.36112327,318.959596
45.95959596,5.055555556,15.72,18.17112327,18.17112327,318.959596
45.95959596,5.121212121,15.52,17.97112327,17.97112327,318.959596
45.95959596,5.186868687,15.29,17.74112327,17.74112327,318.959596
45.95959596,5.252525253,15.03,17.48112327,17.48112327,318.959596
45.95959596,5.318181818,14.75,17.20112327,17.20112327,318.959596
45.95959596,5.383838384,14.45,16.90112327,16.90112327,318.959596
45.95959596,5.449494949,14.11,16.56112327,16.56112327,318.959596
45.95959596,5.515151515,13.75,16.20112327,16.20112327,318.959596
45.95959596,5.580808081,13.35,15.80112327,15.80112327,318.959596
45.95959596,5.646464646,12.92,15.37112327,15.37112327,318.959596
45.95959596,5.712121212,12.46,14.91112327,14.91112327,318.959596
45.95959596,5.777777778,NaN,NaN,#VALUE!,318.959596
45.95959596,5.843434343,NaN,NaN,#VALUE!,318.959596
45.95959596,5.909090909,NaN,NaN,#VALUE!,318.959596
45.95959596,5.974747475,NaN,NaN,#VALUE!,318.959596
45.95959596,6.04040404,NaN,NaN,#VALUE!,318.959596
45.95959596,6.106060606,NaN,NaN,#VALUE!,318.959596
45.95959596,6.171717172,NaN,NaN,#VALUE!,318.959596
45.95959596,6.237373737,NaN,NaN,#VALUE!,318.959596
45.95959596,6.303030303,NaN,NaN,#VALUE!,318.959596
45.95959596,6.368686869,NaN,NaN,#VALUE!,318.959596
45.95959596,6.434343434,NaN,NaN,#VALUE!,318.959596
45.95959596,6.5,NaN,NaN,#VALUE!,318.959596
45.45454545,0,0,2.320896251,2.320896251,318.4545455
45.45454545,0.065656566,0.33,2.650896251,2.650896251,318.4545455
45.45454545,0.131313131,0.66,2.980896251,2.980896251,318.4545455
45.45454545,0.196969697,0.99,3.310896251,3.310896251,318.4545455
45.45454545,0.262626263,1.32,3.640896251,3.640896251,318.4545455
45.45454545,0.328282828,1.65,3.970896251,3.970896251,318.4545455
45.45454545,0.393939394,1.98,4.300896251,4.300896251,318.4545455
45.45454545,0.45959596,2.32,4.640896251,4.640896251,318.4545455
45.45454545,0.525252525,2.65,4.970896251,4.970896251,318.4545455
45.45454545,0.590909091,2.99,5.310896251,5.310896251,318.4545455
45.45454545,0.656565657,3.32,5.640896251,5.640896251,318.4545455
45.45454545,0.722222222,3.66,5.980896251,5.980896251,318.4545455
45.45454545,0.787878788,3.99,6.310896251,6.310896251,318.4545455
45.45454545,0.853535354,4.33,6.650896251,6.650896251,318.4545455
45.45454545,0.919191919,4.66,6.980896251,6.980896251,318.4545455
45.45454545,0.984848485,5,7.320896251,7.320896251,318.4545455
45.45454545,1.050505051,5.33,7.650896251,7.650896251,318.4545455
45.45454545,1.116161616,5.66,7.980896251,7.980896251,318.4545455
45.45454545,1.181818182,5.99,8.310896251,8.310896251,318.4545455
45.45454545,1.247474747,6.32,8.640896251,8.640896251,318.4545455
45.45454545,1.313131313,6.64,8.960896251,8.960896251,318.4545455
45.45454545,1.378787879,6.97,9.290896251,9.290896251,318.4545455
45.45454545,1.444444444,7.29,9.610896251,9.610896251,318.4545455
45.45454545,1.51010101,7.61,9.930896251,9.930896251,318.4545455
45.45454545,1.575757576,7.93,10.25089625,10.25089625,318.4545455
45.45454545,1.641414141,8.25,10.57089625,10.57089625,318.4545455
45.45454545,1.707070707,8.56,10.88089625,10.88089625,318.4545455
45.45454545,1.772727273,8.87,11.19089625,11.19089625,318.4545455
45.45454545,1.838383838,9.18,11.50089625,11.50089625,318.4545455
45.45454545,1.904040404,9.48,11.80089625,11.80089625,318.4545455
45.45454545,1.96969697,9.78,12.10089625,12.10089625,318.4545455
45.45454545,2.035353535,10.08,12.40089625,12.40089625,318.4545455
45.45454545,2.101010101,10.38,12.70089625,12.70089625,318.4545455
45.45454545,2.166666667,10.67,12.99089625,12.99089625,318.4545455
45.45454545,2.232323232,10.95,13.27089625,13.27089625,318.4545455
45.45454545,2.297979798,11.23,13.55089625,13.55089625,318.4545455
45.45454545,2.363636364,11.51,13.83089625,13.83089625,318.4545455
45.45454545,2.429292929,11.79,14.11089625,14.11089625,318.4545455
45.45454545,2.494949495,12.06,14.38089625,14.38089625,318.4545455
45.45454545,2.560606061,12.32,14.64089625,14.64089625,318.4545455
45.45454545,2.626262626,12.58,14.90089625,14.90089625,318.4545455
45.45454545,2.691919192,12.83,15.15089625,15.15089625,318.4545455
45.45454545,2.757575758,13.08,15.40089625,15.40089625,318.4545455
45.45454545,2.823232323,13.32,15.64089625,15.64089625,318.4545455
45.45454545,2.888888889,13.56,15.88089625,15.88089625,318.4545455
45.45454545,2.954545455,13.79,16.11089625,16.11089625,318.4545455
45.45454545,3.02020202,14.01,16.33089625,16.33089625,318.4545455
45.45454545,3.085858586,14.23,16.55089625,16.55089625,318.4545455
45.45454545,3.151515152,14.44,16.76089625,16.76089625,318.4545455
45.45454545,3.217171717,14.64,16.96089625,16.96089625,318.4545455
45.45454545,3.282828283,14.84,17.16089625,17.16089625,318.4545455
45.45454545,3.348484848,15.02,17.34089625,17.34089625,318.4545455
45.45454545,3.414141414,15.2,17.52089625,17.52089625,318.4545455
45.45454545,3.47979798,15.37,17.69089625,17.69089625,318.4545455
45.45454545,3.545454545,15.53,17.85089625,17.85089625,318.4545455
45.45454545,3.611111111,15.68,18.00089625,18.00089625,318.4545455
45.45454545,3.676767677,15.83,18.15089625,18.15089625,318.4545455
45.45454545,3.742424242,15.96,18.28089625,18.28089625,318.4545455
45.45454545,3.808080808,16.08,18.40089625,18.40089625,318.4545455
45.45454545,3.873737374,16.19,18.51089625,18.51089625,318.4545455
45.45454545,3.939393939,16.28,18.60089625,18.60089625,318.4545455
45.45454545,4.005050505,16.37,18.69089625,18.69089625,318.4545455
45.45454545,4.070707071,16.45,18.77089625,18.77089625,318.4545455
45.45454545,4.136363636,16.51,18.83089625,18.83089625,318.4545455
45.45454545,4.202020202,16.55,18.87089625,18.87089625,318.4545455
45.45454545,4.267676768,16.59,18.91089625,18.91089625,318.4545455
45.45454545,4.333333333,16.61,18.93089625,18.93089625,318.4545455
45.45454545,4.398989899,16.61,18.93089625,18.93089625,318.4545455
45.45454545,4.464646465,16.6,18.92089625,18.92089625,318.4545455
45.45454545,4.53030303,16.57,18.89089625,18.89089625,318.4545455
45.45454545,4.595959596,16.53,18.85089625,18.85089625,318.4545455
45.45454545,4.661616162,16.47,18.79089625,18.79089625,318.4545455
45.45454545,4.727272727,16.39,18.71089625,18.71089625,318.4545455
45.45454545,4.792929293,16.29,18.61089625,18.61089625,318.4545455
45.45454545,4.858585859,16.17,18.49089625,18.49089625,318.4545455
45.45454545,4.924242424,16.03,18.35089625,18.35089625,318.4545455
45.45454545,4.98989899,15.86,18.18089625,18.18089625,318.4545455
45.45454545,5.055555556,15.68,18.00089625,18.00089625,318.4545455
45.45454545,5.121212121,15.47,17.79089625,17.79089625,318.4545455
45.45454545,5.186868687,15.24,17.56089625,17.56089625,318.4545455
45.45454545,5.252525253,14.99,17.31089625,17.31089625,318.4545455
45.45454545,5.318181818,14.7,17.02089625,17.02089625,318.4545455
45.45454545,5.383838384,14.4,16.72089625,16.72089625,318.4545455
45.45454545,5.449494949,14.06,16.38089625,16.38089625,318.4545455
45.45454545,5.515151515,13.69,16.01089625,16.01089625,318.4545455
45.45454545,5.580808081,13.29,15.61089625,15.61089625,318.4545455
45.45454545,5.646464646,12.86,15.18089625,15.18089625,318.4545455
45.45454545,5.712121212,12.4,14.72089625,14.72089625,318.4545455
45.45454545,5.777777778,NaN,NaN,#VALUE!,318.4545455
45.45454545,5.843434343,NaN,NaN,#VALUE!,318.4545455
45.45454545,5.909090909,NaN,NaN,#VALUE!,318.4545455
45.45454545,5.974747475,NaN,NaN,#VALUE!,318.4545455
45.45454545,6.04040404,NaN,NaN,#VALUE!,318.4545455
45.45454545,6.106060606,NaN,NaN,#VALUE!,318.4545455
45.45454545,6.171717172,NaN,NaN,#VALUE!,318.4545455
45.45454545,6.237373737,NaN,NaN,#VALUE!,318.4545455
45.45454545,6.303030303,NaN,NaN,#VALUE!,318.4545455
45.45454545,6.368686869,NaN,NaN,#VALUE!,318.4545455
45.45454545,6.434343434,NaN,NaN,#VALUE!,318.4545455
45.45454545,6.5,NaN,NaN,#VALUE!,318.4545455
44.94949495,0,0,2.194042589,2.194042589,317.949495
44.94949495,0.065656566,0.33,2.524042589,2.524042589,317.949495
44.94949495,0.131313131,0.66,2.854042589,2.854042589,317.949495
44.94949495,0.196969697,0.98,3.174042589,3.174042589,317.949495
44.94949495,0.262626263,1.31,3.504042589,3.504042589,317.949495
44.94949495,0.328282828,1.65,3.844042589,3.844042589,317.949495
44.94949495,0.393939394,1.98,4.174042589,4.174042589,317.949495
44.94949495,0.45959596,2.31,4.504042589,4.504042589,317.949495
44.94949495,0.525252525,2.65,4.844042589,4.844042589,317.949495
44.94949495,0.590909091,2.98,5.174042589,5.174042589,317.949495
44.94949495,0.656565657,3.32,5.514042589,5.514042589,317.949495
44.94949495,0.722222222,3.65,5.844042589,5.844042589,317.949495
44.94949495,0.787878788,3.99,6.184042589,6.184042589,317.949495
44.94949495,0.853535354,4.32,6.514042589,6.514042589,317.949495
44.94949495,0.919191919,4.66,6.854042589,6.854042589,317.949495
44.94949495,0.984848485,4.99,7.184042589,7.184042589,317.949495
44.94949495,1.050505051,5.32,7.514042589,7.514042589,317.949495
44.94949495,1.116161616,5.65,7.844042589,7.844042589,317.949495
44.94949495,1.181818182,5.98,8.174042589,8.174042589,317.949495
44.94949495,1.247474747,6.31,8.504042589,8.504042589,317.949495
44.94949495,1.313131313,6.63,8.824042589,8.824042589,317.949495
44.94949495,1.378787879,6.96,9.154042589,9.154042589,317.949495
44.94949495,1.444444444,7.28,9.474042589,9.474042589,317.949495
44.94949495,1.51010101,7.6,9.794042589,9.794042589,317.949495
44.94949495,1.575757576,7.92,10.11404259,10.11404259,317.949495
44.94949495,1.641414141,8.23,10.42404259,10.42404259,317.949495
44.94949495,1.707070707,8.54,10.73404259,10.73404259,317.949495
44.94949495,1.772727273,8.85,11.04404259,11.04404259,317.949495
44.94949495,1.838383838,9.16,11.35404259,11.35404259,317.949495
44.94949495,1.904040404,9.47,11.66404259,11.66404259,317.949495
44.94949495,1.96969697,9.77,11.96404259,11.96404259,317.949495
44.94949495,2.035353535,10.06,12.25404259,12.25404259,317.949495
44.94949495,2.101010101,10.36,12.55404259,12.55404259,317.949495
44.94949495,2.166666667,10.65,12.84404259,12.84404259,317.949495
44.94949495,2.232323232,10.93,13.12404259,13.12404259,317.949495
44.94949495,2.297979798,11.22,13.41404259,13.41404259,317.949495
44.94949495,2.363636364,11.49,13.68404259,13.68404259,317.949495
44.94949495,2.429292929,11.77,13.96404259,13.96404259,317.949495
44.94949495,2.494949495,12.03,14.22404259,14.22404259,317.949495
44.94949495,2.560606061,12.3,14.49404259,14.49404259,317.949495
44.94949495,2.626262626,12.56,14.75404259,14.75404259,317.949495
44.94949495,2.691919192,12.81,15.00404259,15.00404259,317.949495
44.94949495,2.757575758,13.06,15.25404259,15.25404259,317.949495
44.94949495,2.823232323,13.3,15.49404259,15.49404259,317.949495
44.94949495,2.888888889,13.54,15.73404259,15.73404259,317.949495
44.94949495,2.954545455,13.77,15.96404259,15.96404259,317.949495
44.94949495,3.02020202,13.99,16.18404259,16.18404259,317.949495
44.94949495,3.085858586,14.21,16.40404259,16.40404259,317.949495
44.94949495,3.151515152,14.41,16.60404259,16.60404259,317.949495
44.94949495,3.217171717,14.62,16.81404259,16.81404259,317.949495
44.94949495,3.282828283,14.81,17.00404259,17.00404259,317.949495
44.94949495,3.348484848,15,17.19404259,17.19404259,317.949495
44.94949495,3.414141414,15.17,17.36404259,17.36404259,317.949495
44.94949495,3.47979798,15.34,17.53404259,17.53404259,317.949495
44.94949495,3.545454545,15.5,17.69404259,17.69404259,317.949495
44.94949495,3.611111111,15.65,17.84404259,17.84404259,317.949495
44.94949495,3.676767677,15.8,17.99404259,17.99404259,317.949495
44.94949495,3.742424242,15.93,18.12404259,18.12404259,317.949495
44.94949495,3.808080808,16.05,18.24404259,18.24404259,317.949495
44.94949495,3.873737374,16.16,18.35404259,18.35404259,317.949495
44.94949495,3.939393939,16.25,18.44404259,18.44404259,317.949495
44.94949495,4.005050505,16.34,18.53404259,18.53404259,317.949495
44.94949495,4.070707071,16.41,18.60404259,18.60404259,317.949495
44.94949495,4.136363636,16.47,18.66404259,18.66404259,317.949495
44.94949495,4.202020202,16.52,18.71404259,18.71404259,317.949495
44.94949495,4.267676768,16.55,18.74404259,18.74404259,317.949495
44.94949495,4.333333333,16.57,18.76404259,18.76404259,317.949495
44.94949495,4.398989899,16.58,18.77404259,18.77404259,317.949495
44.94949495,4.464646465,16.57,18.76404259,18.76404259,317.949495
44.94949495,4.53030303,16.54,18.73404259,18.73404259,317.949495
44.94949495,4.595959596,16.49,18.68404259,18.68404259,317.949495
44.94949495,4.661616162,16.43,18.62404259,18.62404259,317.949495
44.94949495,4.727272727,16.35,18.54404259,18.54404259,317.949495
44.94949495,4.792929293,16.25,18.44404259,18.44404259,317.949495
44.94949495,4.858585859,16.13,18.32404259,18.32404259,317.949495
44.94949495,4.924242424,15.99,18.18404259,18.18404259,317.949495
44.94949495,4.98989899,15.82,18.01404259,18.01404259,317.949495
44.94949495,5.055555556,15.64,17.83404259,17.83404259,317.949495
44.94949495,5.121212121,15.43,17.62404259,17.62404259,317.949495
44.94949495,5.186868687,15.2,17.39404259,17.39404259,317.949495
44.94949495,5.252525253,14.94,17.13404259,17.13404259,317.949495
44.94949495,5.318181818,14.66,16.85404259,16.85404259,317.949495
44.94949495,5.383838384,14.34,16.53404259,16.53404259,317.949495
44.94949495,5.449494949,14,16.19404259,16.19404259,317.949495
44.94949495,5.515151515,13.64,15.83404259,15.83404259,317.949495
44.94949495,5.580808081,13.24,15.43404259,15.43404259,317.949495
44.94949495,5.646464646,12.8,14.99404259,14.99404259,317.949495
44.94949495,5.712121212,12.34,14.53404259,14.53404259,317.949495
44.94949495,5.777777778,NaN,NaN,#VALUE!,317.949495
44.94949495,5.843434343,NaN,NaN,#VALUE!,317.949495
44.94949495,5.909090909,NaN,NaN,#VALUE!,317.949495
44.94949495,5.974747475,NaN,NaN,#VALUE!,317.949495
44.94949495,6.04040404,NaN,NaN,#VALUE!,317.949495
44.94949495,6.106060606,NaN,NaN,#VALUE!,317.949495
44.94949495,6.171717172,NaN,NaN,#VALUE!,317.949495
44.94949495,6.237373737,NaN,NaN,#VALUE!,317.949495
44.94949495,6.303030303,NaN,NaN,#VALUE!,317.949495
44.94949495,6.368686869,NaN,NaN,#VALUE!,317.949495
44.94949495,6.434343434,NaN,NaN,#VALUE!,317.949495
44.94949495,6.5,NaN,NaN,#VALUE!,317.949495
44.44444444,0,0,2.070567693,2.070567693,317.4444444
44.44444444,0.065656566,0.33,2.400567693,2.400567693,317.4444444
44.44444444,0.131313131,0.66,2.730567693,2.730567693,317.4444444
44.44444444,0.196969697,0.98,3.050567693,3.050567693,317.4444444
44.44444444,0.262626263,1.31,3.380567693,3.380567693,317.4444444
44.44444444,0.328282828,1.64,3.710567693,3.710567693,317.4444444
44.44444444,0.393939394,1.98,4.050567693,4.050567693,317.4444444
44.44444444,0.45959596,2.31,4.380567693,4.380567693,317.4444444
44.44444444,0.525252525,2.64,4.710567693,4.710567693,317.4444444
44.44444444,0.590909091,2.98,5.050567693,5.050567693,317.4444444
44.44444444,0.656565657,3.31,5.380567693,5.380567693,317.4444444
44.44444444,0.722222222,3.65,5.720567693,5.720567693,317.4444444
44.44444444,0.787878788,3.98,6.050567693,6.050567693,317.4444444
44.44444444,0.853535354,4.31,6.380567693,6.380567693,317.4444444
44.44444444,0.919191919,4.65,6.720567693,6.720567693,317.4444444
44.44444444,0.984848485,4.98,7.050567693,7.050567693,317.4444444
44.44444444,1.050505051,5.31,7.380567693,7.380567693,317.4444444
44.44444444,1.116161616,5.64,7.710567693,7.710567693,317.4444444
44.44444444,1.181818182,5.97,8.040567693,8.040567693,317.4444444
44.44444444,1.247474747,6.3,8.370567693,8.370567693,317.4444444
44.44444444,1.313131313,6.62,8.690567693,8.690567693,317.4444444
44.44444444,1.378787879,6.94,9.010567693,9.010567693,317.4444444
44.44444444,1.444444444,7.27,9.340567693,9.340567693,317.4444444
44.44444444,1.51010101,7.59,9.660567693,9.660567693,317.4444444
44.44444444,1.575757576,7.9,9.970567693,9.970567693,317.4444444
44.44444444,1.641414141,8.22,10.29056769,10.29056769,317.4444444
44.44444444,1.707070707,8.53,10.60056769,10.60056769,317.4444444
44.44444444,1.772727273,8.84,10.91056769,10.91056769,317.4444444
44.44444444,1.838383838,9.15,11.22056769,11.22056769,317.4444444
44.44444444,1.904040404,9.45,11.52056769,11.52056769,317.4444444
44.44444444,1.96969697,9.75,11.82056769,11.82056769,317.4444444
44.44444444,2.035353535,10.05,12.12056769,12.12056769,317.4444444
44.44444444,2.101010101,10.34,12.41056769,12.41056769,317.4444444
44.44444444,2.166666667,10.63,12.70056769,12.70056769,317.4444444
44.44444444,2.232323232,10.91,12.98056769,12.98056769,317.4444444
44.44444444,2.297979798,11.2,13.27056769,13.27056769,317.4444444
44.44444444,2.363636364,11.47,13.54056769,13.54056769,317.4444444
44.44444444,2.429292929,11.75,13.82056769,13.82056769,317.4444444
44.44444444,2.494949495,12.01,14.08056769,14.08056769,317.4444444
44.44444444,2.560606061,12.28,14.35056769,14.35056769,317.4444444
44.44444444,2.626262626,12.54,14.61056769,14.61056769,317.4444444
44.44444444,2.691919192,12.79,14.86056769,14.86056769,317.4444444
44.44444444,2.757575758,13.04,15.11056769,15.11056769,317.4444444
44.44444444,2.823232323,13.28,15.35056769,15.35056769,317.4444444
44.44444444,2.888888889,13.51,15.58056769,15.58056769,317.4444444
44.44444444,2.954545455,13.74,15.81056769,15.81056769,317.4444444
44.44444444,3.02020202,13.96,16.03056769,16.03056769,317.4444444
44.44444444,3.085858586,14.18,16.25056769,16.25056769,317.4444444
44.44444444,3.151515152,14.39,16.46056769,16.46056769,317.4444444
44.44444444,3.217171717,14.59,16.66056769,16.66056769,317.4444444
44.44444444,3.282828283,14.78,16.85056769,16.85056769,317.4444444
44.44444444,3.348484848,14.97,17.04056769,17.04056769,317.4444444
44.44444444,3.414141414,15.15,17.22056769,17.22056769,317.4444444
44.44444444,3.47979798,15.32,17.39056769,17.39056769,317.4444444
44.44444444,3.545454545,15.48,17.55056769,17.55056769,317.4444444
44.44444444,3.611111111,15.63,17.70056769,17.70056769,317.4444444
44.44444444,3.676767677,15.77,17.84056769,17.84056769,317.4444444
44.44444444,3.742424242,15.9,17.97056769,17.97056769,317.4444444
44.44444444,3.808080808,16.02,18.09056769,18.09056769,317.4444444
44.44444444,3.873737374,16.13,18.20056769,18.20056769,317.4444444
44.44444444,3.939393939,16.22,18.29056769,18.29056769,317.4444444
44.44444444,4.005050505,16.31,18.38056769,18.38056769,317.4444444
44.44444444,4.070707071,16.38,18.45056769,18.45056769,317.4444444
44.44444444,4.136363636,16.44,18.51056769,18.51056769,317.4444444
44.44444444,4.202020202,16.49,18.56056769,18.56056769,317.4444444
44.44444444,4.267676768,16.52,18.59056769,18.59056769,317.4444444
44.44444444,4.333333333,16.54,18.61056769,18.61056769,317.4444444
44.44444444,4.398989899,16.54,18.61056769,18.61056769,317.4444444
44.44444444,4.464646465,16.53,18.60056769,18.60056769,317.4444444
44.44444444,4.53030303,16.5,18.57056769,18.57056769,317.4444444
44.44444444,4.595959596,16.45,18.52056769,18.52056769,317.4444444
44.44444444,4.661616162,16.39,18.46056769,18.46056769,317.4444444
44.44444444,4.727272727,16.31,18.38056769,18.38056769,317.4444444
44.44444444,4.792929293,16.21,18.28056769,18.28056769,317.4444444
44.44444444,4.858585859,16.09,18.16056769,18.16056769,317.4444444
44.44444444,4.924242424,15.94,18.01056769,18.01056769,317.4444444
44.44444444,4.98989899,15.78,17.85056769,17.85056769,317.4444444
44.44444444,5.055555556,15.59,17.66056769,17.66056769,317.4444444
44.44444444,5.121212121,15.38,17.45056769,17.45056769,317.4444444
44.44444444,5.186868687,15.15,17.22056769,17.22056769,317.4444444
44.44444444,5.252525253,14.89,16.96056769,16.96056769,317.4444444
44.44444444,5.318181818,14.61,16.68056769,16.68056769,317.4444444
44.44444444,5.383838384,14.29,16.36056769,16.36056769,317.4444444
44.44444444,5.449494949,13.95,16.02056769,16.02056769,317.4444444
44.44444444,5.515151515,13.58,15.65056769,15.65056769,317.4444444
44.44444444,5.580808081,13.18,15.25056769,15.25056769,317.4444444
44.44444444,5.646464646,12.74,14.81056769,14.81056769,317.4444444
44.44444444,5.712121212,12.27,14.34056769,14.34056769,317.4444444
44.44444444,5.777777778,NaN,NaN,#VALUE!,317.4444444
44.44444444,5.843434343,NaN,NaN,#VALUE!,317.4444444
44.44444444,5.909090909,NaN,NaN,#VALUE!,317.4444444
44.44444444,5.974747475,NaN,NaN,#VALUE!,317.4444444
44.44444444,6.04040404,NaN,NaN,#VALUE!,317.4444444
44.44444444,6.106060606,NaN,NaN,#VALUE!,317.4444444
44.44444444,6.171717172,NaN,NaN,#VALUE!,317.4444444
44.44444444,6.237373737,NaN,NaN,#VALUE!,317.4444444
44.44444444,6.303030303,NaN,NaN,#VALUE!,317.4444444
44.44444444,6.368686869,NaN,NaN,#VALUE!,317.4444444
44.44444444,6.434343434,NaN,NaN,#VALUE!,317.4444444
44.44444444,6.5,NaN,NaN,#VALUE!,317.4444444
43.93939394,0,0,1.950476978,1.950476978,316.9393939
43.93939394,0.065656566,0.33,2.280476978,2.280476978,316.9393939
43.93939394,0.131313131,0.65,2.600476978,2.600476978,316.9393939
43.93939394,0.196969697,0.98,2.930476978,2.930476978,316.9393939
43.93939394,0.262626263,1.31,3.260476978,3.260476978,316.9393939
43.93939394,0.328282828,1.64,3.590476978,3.590476978,316.9393939
43.93939394,0.393939394,1.97,3.920476978,3.920476978,316.9393939
43.93939394,0.45959596,2.31,4.260476978,4.260476978,316.9393939
43.93939394,0.525252525,2.64,4.590476978,4.590476978,316.9393939
43.93939394,0.590909091,2.97,4.920476978,4.920476978,316.9393939
43.93939394,0.656565657,3.31,5.260476978,5.260476978,316.9393939
43.93939394,0.722222222,3.64,5.590476978,5.590476978,316.9393939
43.93939394,0.787878788,3.97,5.920476978,5.920476978,316.9393939
43.93939394,0.853535354,4.31,6.260476978,6.260476978,316.9393939
43.93939394,0.919191919,4.64,6.590476978,6.590476978,316.9393939
43.93939394,0.984848485,4.97,6.920476978,6.920476978,316.9393939
43.93939394,1.050505051,5.3,7.250476978,7.250476978,316.9393939
43.93939394,1.116161616,5.63,7.580476978,7.580476978,316.9393939
43.93939394,1.181818182,5.96,7.910476978,7.910476978,316.9393939
43.93939394,1.247474747,6.29,8.240476978,8.240476978,316.9393939
43.93939394,1.313131313,6.61,8.560476978,8.560476978,316.9393939
43.93939394,1.378787879,6.93,8.880476978,8.880476978,316.9393939
43.93939394,1.444444444,7.25,9.200476978,9.200476978,316.9393939
43.93939394,1.51010101,7.57,9.520476978,9.520476978,316.9393939
43.93939394,1.575757576,7.89,9.840476978,9.840476978,316.9393939
43.93939394,1.641414141,8.2,10.15047698,10.15047698,316.9393939
43.93939394,1.707070707,8.51,10.46047698,10.46047698,316.9393939
43.93939394,1.772727273,8.82,10.77047698,10.77047698,316.9393939
43.93939394,1.838383838,9.13,11.08047698,11.08047698,316.9393939
43.93939394,1.904040404,9.43,11.38047698,11.38047698,316.9393939
43.93939394,1.96969697,9.73,11.68047698,11.68047698,316.9393939
43.93939394,2.035353535,10.03,11.98047698,11.98047698,316.9393939
43.93939394,2.101010101,10.32,12.27047698,12.27047698,316.9393939
43.93939394,2.166666667,10.61,12.56047698,12.56047698,316.9393939
43.93939394,2.232323232,10.9,12.85047698,12.85047698,316.9393939
43.93939394,2.297979798,11.18,13.13047698,13.13047698,316.9393939
43.93939394,2.363636364,11.45,13.40047698,13.40047698,316.9393939
43.93939394,2.429292929,11.73,13.68047698,13.68047698,316.9393939
43.93939394,2.494949495,11.99,13.94047698,13.94047698,316.9393939
43.93939394,2.560606061,12.26,14.21047698,14.21047698,316.9393939
43.93939394,2.626262626,12.51,14.46047698,14.46047698,316.9393939
43.93939394,2.691919192,12.77,14.72047698,14.72047698,316.9393939
43.93939394,2.757575758,13.01,14.96047698,14.96047698,316.9393939
43.93939394,2.823232323,13.25,15.20047698,15.20047698,316.9393939
43.93939394,2.888888889,13.49,15.44047698,15.44047698,316.9393939
43.93939394,2.954545455,13.72,15.67047698,15.67047698,316.9393939
43.93939394,3.02020202,13.94,15.89047698,15.89047698,316.9393939
43.93939394,3.085858586,14.15,16.10047698,16.10047698,316.9393939
43.93939394,3.151515152,14.36,16.31047698,16.31047698,316.9393939
43.93939394,3.217171717,14.56,16.51047698,16.51047698,316.9393939
43.93939394,3.282828283,14.76,16.71047698,16.71047698,316.9393939
43.93939394,3.348484848,14.94,16.89047698,16.89047698,316.9393939
43.93939394,3.414141414,15.12,17.07047698,17.07047698,316.9393939
43.93939394,3.47979798,15.29,17.24047698,17.24047698,316.9393939
43.93939394,3.545454545,15.45,17.40047698,17.40047698,316.9393939
43.93939394,3.611111111,15.6,17.55047698,17.55047698,316.9393939
43.93939394,3.676767677,15.74,17.69047698,17.69047698,316.9393939
